"bowler1","batsman1","wicketTaken"
"R Ngarava","PR Stirling",1
"R Ngarava","Rahmanullah Gurbaz",2
"R Ngarava","SA Edwards",1
"R Ngarava","Soumya Sarkar",1
"R Ngarava","W McClintock",1
"R Nil","Omar Hussain",1
"R Panchal","CJ Delany",1
"R Powell","Asghar Stanikzai",1
"R Powell","NLTC Perera",1
"R Powell","PWH de Silva",1
"R Powell","Sarfraz Ahmed",1
"R Rampaul","AD Hales",1
"R Rampaul","AG Cremer",1
"R Rampaul","Ahmed Shehzad",1
"R Rampaul","AR Cusack",1
"R Rampaul","C Kieswetter",2
"R Rampaul","CL White",1
"R Rampaul","DJ Hussey",1
"R Rampaul","GC Smith",1
"R Rampaul","IJL Trott",1
"R Rampaul","JJ Roy",1
"R Rampaul","KJ O'Brien",1
"R Rampaul","LD Chandimal",1
"R Rampaul","LJ Wright",1
"R Rampaul","MA Starc",1
"R Rampaul","MJ Prior",1
"R Rampaul","Mushfiqur Rahim",1
"R Rampaul","Nasir Hossain",1
"R Rampaul","Nazimuddin",1
"R Rampaul","NJ O'Brien",1
"R Rampaul","PR Stirling",2
"R Rampaul","RJ Nicol",1
"R Rampaul","SL Malinga",1
"R Rampaul","Tamim Iqbal",2
"R Rampaul","TM Dilshan",3
"R Rampaul","Umar Akmal",1
"R Rampaul","Wahab Riaz",1
"R Ravindra","Liton Das",1
"R Ravindra","Mohammad Naim",2
"R Ravindra","Mushfiqur Rahim",2
"R Ravindra","Shakib Al Hasan",1
"R Sakurano-Thomas","F Banunaek",1
"R Sakurano-Thomas","IK Darmawan",1
"R Sakurano-Thomas","KC Ramamoorthy",2
"R Sakurano-Thomas","PR Surve",1
"R Sakurano-Thomas","RM Koda",1
"R Satheesan","BA Pai",1
"R Satheesan","IA De Silva",1
"R Satheesan","P Mishra",1
"R Satheesan","RJ Hatchman",1
"R Satheesan","RJ Hatchman",1
"R Satheesan","VP Thamotharam",1
"R Satheesan","Zeeshan Khan",1
"R Sharma","DJ Hussey",1
"R Sharma","DJ Hussey",1
"R Sharma","GB Hogg",1
"R Sharma","MR Marsh",1
"R Sharma","XJ Doherty",1
"R Shepherd","A Balbirnie",1
"R Shepherd","Afif Hossain",1
"R Shepherd","Asif Ali",1
"R Shepherd","DJ Mitchell",1
"R Shepherd","EJG Morgan",1
"R Shepherd","Fakhar Zaman",2
"R Shepherd","GC Wilson",1
"R Shepherd","JJ Roy",2
"R Shepherd","KJ O'Brien",1
"R Shepherd","Liton Das",1
"R Shepherd","LS Livingstone",2
"R Shepherd","Mahedi Hasan",1
"R Shepherd","Mahmudullah",1
"R Shepherd","Mohammad Rizwan",1
"R Shepherd","Mohammad Wasim",1
"R Shepherd","Mosaddek Hossain",1
"R Shepherd","PD Salt",1
"R Shepherd","SA Yadav",1
"R Shepherd","Shakib Al Hasan",1
"R Shepherd","VR Iyer",1
"R Telemachus","SM Katich",1
"R Trumpelmann","Asghar Stanikzai",1
"R Trumpelmann","B Mavuta",1
"R Trumpelmann","CR Ervine",1
"R Trumpelmann","CS MacLeod",1
"R Trumpelmann","HG Munsey",1
"R Trumpelmann","Kashif Daud",1
"R Trumpelmann","KJ Coetzer",1
"R Trumpelmann","MDKJ Perera",1
"R Trumpelmann","MH Cross",1
"R Trumpelmann","Mohammad Shahzad",1
"R Trumpelmann","Muhammad Usman",1
"R Trumpelmann","RD Berrington",1
"R Trumpelmann","Sikandar Raza",1
"R Vinay Kumar","AJ Finch",1
"R Vinay Kumar","BRM Taylor",1
"R Vinay Kumar","CJ McKay",1
"R Vinay Kumar","DA Warner",1
"R Vinay Kumar","GJ Bailey",1
"R Vinay Kumar","H Masakadza",1
"R Vinay Kumar","KC Sangakkara",1
"R Vinay Kumar","MS Wade",1
"R Vinay Kumar","P Utseya",1
"R Vinay Kumar","SR Watson",1
"R Vinay Kumar","ST Jayasuriya",1
"RA Abolarin","AB Kamara",1
"RA Abolarin","AL Kerai",1
"RA Abolarin","Gurdeep Singh",1
"RA Abolarin","J Bangura",1
"RA Abolarin","NM Odhiambo",1
"RA Abolarin","Riazat Ali Shah",1
"RA Abolarin","RN Patel",1
"RA Abolarin","S Conteh",1
"RA Abolarin","Saud Islam",1
"RA Jadeja","AB de Villiers",1
"RA Jadeja","AD Hales",1
"RA Jadeja","AD Russell",2
"RA Jadeja","BA King",1
"RA Jadeja","Babar Hayat",1
"RA Jadeja","BJ Hodge",1
"RA Jadeja","C de Grandhomme",2
"RA Jadeja","C Kieswetter",1
"RA Jadeja","C Munro",1
"RA Jadeja","CG Williams",1
"RA Jadeja","CK Kapugedera",1
"RA Jadeja","DJ Hussey",1
"RA Jadeja","DJG Sammy",2
"RA Jadeja","E Lewis",1
"RA Jadeja","GC Smith",1
"RA Jadeja","GJ Bailey",1
"RA Jadeja","GJ Maxwell",1
"RA Jadeja","HE van der Dussen",1
"RA Jadeja","JJ Smit",1
"RA Jadeja","JO Holder",1
"RA Jadeja","JP Faulkner",1
"RA Jadeja","KP Pietersen",1
"RA Jadeja","KS Williamson",1
"RA Jadeja","LD Chandimal",2
"RA Jadeja","LMP Simmons",1
"RA Jadeja","MA Leask",1
"RA Jadeja","Mashrafe Mortaza",2
"RA Jadeja","MD Gunathilaka",1
"RA Jadeja","MD Shanaka",1
"RA Jadeja","MH Cross",1
"RA Jadeja","MJ Santner",1
"RA Jadeja","Mohammad Hafeez",1
"RA Jadeja","Mushfiqur Rahim",1
"RA Jadeja","Nawroz Mangal",1
"RA Jadeja","Rahmanullah Gurbaz",1
"RA Jadeja","RD Berrington",1
"RA Jadeja","RS Bopara",1
"RA Jadeja","Sarfraz Ahmed",1
"RA Jadeja","Shakib Al Hasan",1
"RA Jadeja","SJ Baard",1
"RA Jadeja","SO Hetmyer",2
"RA Jadeja","SP Narine",1
"RA Jadeja","SPD Smith",1
"RA Jadeja","SR Watson",1
"RA Jadeja","Tamim Iqbal",1
"RA Jadeja","TM Head",2
"RA Jadeja","Umar Akmal",1
"RA Jadeja","Wahab Riaz",1
"Raag Kapur","PM Seelaar",1
"Raag Kapur","RE van der Merwe",1
"Raaz Mohammad","A Venkatesh",1
"Raaz Mohammad","Aslam Mohammad",1
"Raaz Mohammad","C Bogdanos",1
"Raaz Mohammad","Gurpratap Singh",1
"Raaz Mohammad","Ismaeel Zia",1
"Raaz Mohammad","J Grzinic",1
"Raaz Mohammad","J Mosca",1
"Raaz Mohammad","JM Vujinovich",1
"Raaz Mohammad","Muhammad Shoaib Ahmed",1
"Raaz Mohammad","SA Ahmad",1
"Raaz Mohammad","Waqas Haider",1
"Rahmatullah Mangal","Ahmadullah Shinwari",1
"Rahmatullah Mangal","D Abeyrathna",1
"Rahmatullah Mangal","DA Blignaut",1
"Rahmatullah Mangal","Dylan Steyn",1
"Rahmatullah Mangal","E Ul Haq",1
"Rahmatullah Mangal","Junaid Mehmood",1
"Rahmatullah Mangal","LB Ferbrache",1
"Rahmatullah Mangal","LC Le Tissier",1
"Rahmatullah Mangal","Raza Iqbal",1
"Rahmatullah Mangal","S Wickramasekara",1
"Rahmatullah Mangal","Sher Sahak",1
"Rahmatullah Mangal","UNGB Thenannahelage",1
"Raja Adeel","A Amado",1
"Raja Adeel","A Amado",1
"Raja Adeel","Abdul-Shakoor Rahimzei",1
"Raja Adeel","BA Pai",1
"Raja Adeel","Bilal Safdar",1
"Raja Adeel","DA Blignaut",1
"Raja Adeel","E Packard",1
"Raja Adeel","E Samson",1
"Raja Adeel","G Stewart",1
"Raja Adeel","H Singh",2
"Raja Adeel","J Broad",1
"Raja Adeel","J Butler",1
"Raja Adeel","SA Ahmad",1
"Raja Adeel","Sahir Naqash",1
"Raja Adeel","Saran Aslam",1
"Raja Adeel","Talha Khan",1
"Raja Adeel","Tariq Aziz",1
"Raja Adeel","VB Chikkannaiah",1
"Raja Adeel","Zohaib Sarwar",1
"Rakibul Hasan","AW Hawkins-Kay",1
"Rakibul Hasan","J Butler",1
"Rakibul Hasan","JW Jenner",1
"Rakibul Hasan","Mudassar Muhammad",1
"Rakibul Hasan","R Pillai",1
"RAS Lakmal","AK Markram",1
"RAS Lakmal","F du Plessis",2
"RAS Lakmal","HM Amla",1
"RAS Lakmal","JE Root",1
"RAS Lakmal","JT Smuts",1
"RAS Lakmal","LJ Wright",1
"RAS Lakmal","MJ Lumb",1
"RAS Lakmal","SNJ O'Keefe",1
"Rashid Khan","A Balbirnie",4
"Rashid Khan","Afif Hossain",2
"Rashid Khan","Amjad Javed",1
"Rashid Khan","Anshuman Rath",1
"Rashid Khan","Ariful Haque",1
"Rashid Khan","B Mavuta",1
"Rashid Khan","BA Stokes",1
"Rashid Khan","Babar Azam",1
"Rashid Khan","BJ McCarthy",2
"Rashid Khan","BKG Mendis",1
"Rashid Khan","BTJ Wheal",1
"Rashid Khan","CJ Jordan",1
"Rashid Khan","CN Greaves",1
"Rashid Khan","CT Mutombodzi",1
"Rashid Khan","D Ramdin",1
"Rashid Khan","DT Tiripano",1
"Rashid Khan","E Chigumbura",1
"Rashid Khan","E Lewis",1
"Rashid Khan","GC Wilson",4
"Rashid Khan","GH Dockrell",2
"Rashid Khan","Ghulam Shabber",1
"Rashid Khan","GJ Delany",2
"Rashid Khan","GJ Thompson",2
"Rashid Khan","H Masakadza",1
"Rashid Khan","HC Brook",1
"Rashid Khan","HDRL Thirimanne",1
"Rashid Khan","J Little",2
"Rashid Khan","JH Davey",1
"Rashid Khan","JJ Atkinson",1
"Rashid Khan","JO Holder",1
"Rashid Khan","Khurram Nawaz",1
"Rashid Khan","KIC Asalanka",1
"Rashid Khan","KJ O'Brien",4
"Rashid Khan","KM Jarvis",1
"Rashid Khan","L Tucker",5
"Rashid Khan","LM Jongwe",2
"Rashid Khan","LMP Simmons",1
"Rashid Khan","MA Leask",1
"Rashid Khan","Mahmudullah",3
"Rashid Khan","MD Gunathilaka",1
"Rashid Khan","Mehran Khan",1
"Rashid Khan","MJ Guptill",1
"Rashid Khan","MN Samuels",2
"Rashid Khan","Mohammad Hafeez",1
"Rashid Khan","Mohammad Naim",1
"Rashid Khan","Mohammad Naveed",1
"Rashid Khan","Mohammad Rizwan",1
"Rashid Khan","Mohammad Saifuddin",1
"Rashid Khan","Mosaddek Hossain",3
"Rashid Khan","MP Stoinis",1
"Rashid Khan","Muhammad Kaleem",1
"Rashid Khan","Muhammad Usman",2
"Rashid Khan","Munim Shahriar",1
"Rashid Khan","Mushfiqur Rahim",3
"Rashid Khan","Nadeem Ahmed",1
"Rashid Khan","Nadeem Ahmed",1
"Rashid Khan","PKD Chase",1
"Rashid Khan","PR Stirling",1
"Rashid Khan","R Mutumbami",1
"Rashid Khan","Rameez Shahzad",2
"Rashid Khan","Rohan Mustafa",1
"Rashid Khan","RP Burl",6
"Rashid Khan","Sabbir Rahman",1
"Rashid Khan","SC Getkate",3
"Rashid Khan","SC Williams",2
"Rashid Khan","Shadab Khan",1
"Rashid Khan","Shaiman Anwar",2
"Rashid Khan","Shakib Al Hasan",1
"Rashid Khan","Sikandar Raza",3
"Rashid Khan","Simi Singh",1
"Rashid Khan","SO Hetmyer",2
"Rashid Khan","Soumya Sarkar",1
"Rashid Khan","SR Thompson",1
"Rashid Khan","Tamim Iqbal",1
"Rashid Khan","TE Kane",1
"Rashid Khan","TL Chatara",1
"Rashid Khan","TS Kamunhukamwe",1
"Rashid Khan","V Sibanda",1
"Rashid Khan","W Madhevere",2
"Rashid Khan","WB Rankin",1
"Rashid Khan","WTS Porterfield",2
"Rashid Khan","ZE Green",1
"Ravi Bishnoi","AJ Hosein",1
"Ravi Bishnoi","BA King",1
"Ravi Bishnoi","Babar Azam",1
"Ravi Bishnoi","DJ Malan",1
"Ravi Bishnoi","J Liyanage",1
"Ravi Bishnoi","KMA Paul",1
"Ravi Bishnoi","MM Ali",1
"Ravi Bishnoi","OC McCoy",1
"Ravi Bishnoi","OF Smith",1
"Ravi Bishnoi","PR Stirling",1
"Ravi Bishnoi","R Powell",3
"Ravi Bishnoi","RL Chase",1
"Ravi Bishnoi","SO Hetmyer",2
"Ravinderpal Singh","Irshad Mubbashar",1
"Ravinderpal Singh","Usman Najeeb",1
"Raza Hasan","AJ Finch",1
"Raza Hasan","CJ Anderson",1
"Raza Hasan","CL White",1
"Raza Hasan","DJ Hussey",1
"Raza Hasan","G Gambhir",1
"Raza Hasan","GJ Maxwell",2
"Raza Hasan","LRPL Taylor",1
"Raza Hasan","MS Wade",1
"Raza Hasan","SPD Smith",1
"Raza Hasan","SR Watson",1
"Raza Iqbal","Ali Masood",1
"Raza Iqbal","Anique Uddin",1
"Raza Iqbal","DA Blignaut",1
"Raza Iqbal","H Singh",2
"Raza Iqbal","Habib Khan",1
"Raza Iqbal","J Butler",1
"Raza Iqbal","LB Ferbrache",1
"Raza Iqbal","NJ Ferraby",1
"Raza Iqbal","Noman Amjad",1
"Raza Iqbal","OB Nightingale",1
"Raza Iqbal","OD Hald",1
"Raza Iqbal","OE Newey",1
"Raza Iqbal","Rahmatullah Mangal",1
"Raza Iqbal","S Hook",1
"Raza Iqbal","U Shahid",1
"Raza Iqbal","Usman Khan",1
"Raza-ur-Rehman","RR Patel",1
"Raza-ur-Rehman","SO Tikolo",1
"Razmal Shigiwal","J Mees",1
"RD Berrington","A Balbirnie",1
"RD Berrington","BFW de Leede",1
"RD Berrington","H Patel",1
"RD Berrington","Haseeb Amjad",1
"RD Berrington","Hussain Talat",1
"RD Berrington","IA Karim",1
"RD Berrington","JJ Celestine",1
"RD Berrington","KD Shah",1
"RD Berrington","MJ Guptill",1
"RD Berrington","MP O'Dowd",2
"RD Berrington","Mudassar Bukhari",1
"RD Berrington","Nizakat Khan",1
"RD Berrington","Rizwan Cheema",1
"RD Berrington","RJ Trott",1
"RD Berrington","RR Patel",1
"RD Berrington","S Snater",1
"RD Berrington","Simi Singh",1
"RD Berrington","SO Ngoche",1
"RD Berrington","SR Thompson",1
"RD Berrington","TN de Grooth",1
"RD Berrington","Waheed Ahmed",1
"RD Chahar","CR Brathwaite",1
"RD Chahar","DJ Malan",1
"RD Chahar","JM Bairstow",1
"RD Chahar","M Bhanuka",1
"RD Chahar","PWH de Silva",1
"RD Chahar","S Samarawickrama",1
"RD Chahar","WIA Fernando",1
"RE van der Merwe","Aamir Kaleem",1
"RE van der Merwe","Abdul Shakoor",1
"RE van der Merwe","AD Mascarenhas",1
"RE van der Merwe","AD Poynter",1
"RE van der Merwe","BB McCullum",1
"RE van der Merwe","CB Mpofu",1
"RE van der Merwe","Chirag Suri",1
"RE van der Merwe","DJ Bravo",1
"RE van der Merwe","DJ Hussey",1
"RE van der Merwe","DS Airee",1
"RE van der Merwe","E Chigumbura",1
"RE van der Merwe","Fayyaz Ahmed",1
"RE van der Merwe","GC Wilson",2
"RE van der Merwe","HG Munsey",1
"RE van der Merwe","IJL Trott",1
"RE van der Merwe","JH Davey",1
"RE van der Merwe","JJ Tucker",1
"RE van der Merwe","JS Foster",1
"RE van der Merwe","JS Kundi",1
"RE van der Merwe","K Doriga",1
"RE van der Merwe","Kamran Akmal",1
"RE van der Merwe","Khurram Nawaz",1
"RE van der Merwe","KJ Coetzer",1
"RE van der Merwe","KJ O'Brien",2
"RE van der Merwe","KP Pietersen",1
"RE van der Merwe","L Siaka",2
"RE van der Merwe","LMP Simmons",1
"RE van der Merwe","LRPL Taylor",1
"RE van der Merwe","Manpreet Singh",1
"RE van der Merwe","MG Erasmus",1
"RE van der Merwe","MH Cross",1
"RE van der Merwe","Mohammad Nabi",1
"RE van der Merwe","Nawroz Mangal",1
"RE van der Merwe","OO Bascome",1
"RE van der Merwe","P Khadka",1
"RE van der Merwe","PJ Moor",1
"RE van der Merwe","PR Stirling",1
"RE van der Merwe","RD Berrington",2
"RE van der Merwe","RM Haq",1
"RE van der Merwe","RR Sarwan",1
"RE van der Merwe","Sabbir Rahman",1
"RE van der Merwe","SF Mire",1
"RE van der Merwe","Shoaib Malik",1
"RE van der Merwe","Sidhant Singh",1
"RE van der Merwe","Sikandar Raza",1
"RE van der Merwe","Simi Singh",1
"RE van der Merwe","SJ Baard",1
"RE van der Merwe","Sultan Ahmed",1
"RE van der Merwe","TH David",1
"RE van der Merwe","TL Chatara",1
"RE van der Merwe","TP Ura",1
"RE van der Merwe","YK Pathan",1
"RG Aga","AR Cusack",1
"RG Aga","AR White",1
"RG Aga","H Patel",1
"RG Aga","Mirwais Ashraf",1
"RG Aga","Mohammad Nabi",1
"RG Aga","Mudassar Bukhari",1
"RG Aga","PA van Meekeren",1
"RG Aga","R Gunasekera",1
"RG Aga","Rizwan Cheema",1
"RG Aga","SJ Myburgh",1
"RG Aga","TLW Cooper",1
"RG Aga","W Barresi",1
"RG Aga","W Barresi",1
"RG Aga","WTS Porterfield",1
"RG Sharma","TM Dilshan",1
"Riazat Ali Shah","A Shreshta",1
"Riazat Ali Shah","C Viljoen",1
"Riazat Ali Shah","CG Williams",1
"Riazat Ali Shah","CG Williams",1
"Riazat Ali Shah","CO Obuya",1
"Riazat Ali Shah","D Gim",1
"Riazat Ali Shah","G Kansonkho",1
"Riazat Ali Shah","Haroon Arshad",1
"Riazat Ali Shah","IA Karim",1
"Riazat Ali Shah","Jitin Singh",1
"Riazat Ali Shah","JJ Smit",1
"Riazat Ali Shah","JO Adedeji",1
"Riazat Ali Shah","K Birkenstock",1
"Riazat Ali Shah","KS Bagabena",1
"Riazat Ali Shah","M Abdulla",1
"Riazat Ali Shah","M Magagula",1
"Riazat Ali Shah","MK Anafie",1
"Riazat Ali Shah","Mohameed Taiwo",1
"Riazat Ali Shah","OH Agbomadzie",1
"Riazat Ali Shah","P Aho",1
"Riazat Ali Shah","R Trumpelmann",1
"Riazat Ali Shah","RK Kiseto",1
"Riazat Ali Shah","S Mba",1
"Riazat Ali Shah","SK Awiah",1
"Ritik Tomar","Aaftab Alam Khan",1
"Ritik Tomar","Ali Farasat",1
"Ritik Tomar","Bilal Muhammad",1
"Ritik Tomar","H Lakov",1
"Ritik Tomar","J Albin",1
"Ritik Tomar","J Mees",1
"Ritik Tomar","S Hook",1
"Rizwan Butt","Pargat Singh",1
"Rizwan Butt","Ravinderpal Singh",1
"Rizwan Butt","S Movva",1
"Rizwan Cheema","DF Watts",1
"Rizwan Cheema","NN Odhiambo",1
"Rizwan Cheema","RG Aga",1
"Rizwan Cheema","SJ Myburgh",1
"Rizwan Cheema","SO Ngoche",1
"RJ Campbell","Mohammad Nabi",1
"RJ Campbell","Mohammad Shahzad",1
"RJ Campbell","Najibullah Zadran",1
"RJ Campbell","V Sibanda",1
"RJ Gleeson","AL Phehlukwayo",1
"RJ Gleeson","K Rabada",1
"RJ Gleeson","Mohammad Haris",1
"RJ Gleeson","RA Jadeja",1
"RJ Gleeson","RG Sharma",1
"RJ Gleeson","RR Hendricks",1
"RJ Gleeson","RR Pant",1
"RJ Gleeson","T Stubbs",1
"RJ Gleeson","V Kohli",1
"RJ Harris","CH Gayle",1
"RJ Harris","Mashrafe Mortaza",1
"RJ Harris","MJ Guptill",1
"RJ Harris","RS Morton",1
"RJ Hatchman","Mian Mehmood",1
"RJ Hatchman","ND Laegsgaard",1
"RJ Nicol","AB de Villiers",1
"RJ Nicol","AB de Villiers",1
"RJ Nicol","J Charles",1
"RJ Nicol","JL Ontong",1
"RJ Nicol","MDKJ Perera",1
"RJ Nicol","WD Parnell",1
"RJ Peterson","BB McCullum",1
"RJ Peterson","BJ Haddin",1
"RJ Peterson","BR Dunk",1
"RJ Peterson","BRM Taylor",1
"RJ Peterson","CK Coventry",1
"RJ Peterson","CL White",2
"RJ Peterson","D Mongia",1
"RJ Peterson","DA Warner",1
"RJ Peterson","GJ Maxwell",1
"RJ Peterson","JC Buttler",1
"RJ Peterson","JDS Neesham",2
"RJ Peterson","MEK Hussey",1
"RJ Peterson","MJ Clarke",1
"RJ Peterson","Mohammad Hafeez",1
"RJ Peterson","Nasir Jamshed",1
"RJ Peterson","NL McCullum",1
"RJ Peterson","RG Sharma",1
"RJ Peterson","RJ Nicol",1
"RJ Peterson","SR Patel",1
"RJ Peterson","SR Watson",3
"RJ Peterson","V Sehwag",1
"RJ Peterson","YK Pathan",1
"RJ Ranpura","Asghar Stanikzai",1
"RJ Ranpura","Mohammad Shahzad",1
"RJ Ranpura","Shaiman Anwar",1
"RJ Sidebottom","Abdul Razzaq",2
"RJ Sidebottom","AD Mathews",1
"RJ Sidebottom","BB McCullum",2
"RJ Sidebottom","BJ Haddin",1
"RJ Sidebottom","CH Gayle",1
"RJ Sidebottom","D Ramdin",1
"RJ Sidebottom","DR Smith",1
"RJ Sidebottom","J Botha",1
"RJ Sidebottom","JDP Oram",1
"RJ Sidebottom","JP Duminy",1
"RJ Sidebottom","LRPL Taylor",2
"RJ Sidebottom","M Morkel",1
"RJ Sidebottom","MN Samuels",1
"RJ Sidebottom","PA Hitchcock",1
"RJ Sidebottom","PR Stirling",1
"RJ Sidebottom","RG Sharma",1
"RJ Sidebottom","RS Morton",1
"RJ Sidebottom","RS Morton",1
"RJ Sidebottom","SK Raina",1
"RJ Sidebottom","SR Watson",1
"RJ Sidebottom","ST Jayasuriya",1
"RJ Sidebottom","Umar Akmal",1
"RJ Sidebottom","Umar Gul",1
"RJ Trott","AA Banner",1
"RJ Trott","Ali Khan",1
"RJ Trott","Aritra Dutta",1
"RJ Trott","BN Cooper",1
"RJ Trott","BS Stephenson",1
"RJ Trott","HG Munsey",1
"RJ Trott","JR Barry",1
"RJ Trott","KK Tillett",1
"RJ Trott","KR Ebanks",1
"RJ Trott","LHB Harrington-Myers",1
"RJ Trott","ML Castillo",1
"RJ Trott","NK Patel",1
"RJ Trott","O Stewart",1
"RJ Trott","RR Patel",1
"RJ Trott","SJ Baard",1
"RJ Trott","YSD Seneveratne",1
"RJG Palmer","RB Patel",1
"RJG Palmer","Surya Anand",1
"RJW Topley","BA King",1
"RJW Topley","C Green",1
"RJW Topley","DA Warner",1
"RJW Topley","DJ Bravo",1
"RJW Topley","DR Sams",1
"RJW Topley","HH Pandya",1
"RJW Topley","Imran Khan (1)",1
"RJW Topley","JO Holder",1
"RJW Topley","Khushdil Shah",1
"RJW Topley","Mohammad Nawaz (3)",1
"RJW Topley","Mohammad Rizwan",3
"RJW Topley","MR Marsh",1
"RJW Topley","Q de Kock",1
"RJW Topley","R Powell",1
"RJW Topley","RG Sharma",1
"RJW Topley","RR Pant",1
"RJW Topley","RR Rossouw",1
"RJW Topley","Sarfraz Ahmed",1
"RJW Topley","SD Hope",1
"RJW Topley","SS Iyer",1
"RJW Topley","Wahab Riaz",1
"RK Kiseto","AA Obanda",1
"RK Kiseto","CO Obuya",1
"RK Kiseto","Gurdeep Singh",1
"RK Kiseto","NN Odhiambo",1
"RK Kiseto","P Abanda",1
"RK Kiseto","S Conteh",1
"RK Kiseto","S Sesazi",1
"RK Kiseto","Saud Islam",1
"RK Kiseto","SO Ngoche",1
"RK Kiseto","SO Olayinka",1
"RK Kiseto","Zahid Khan",1
"RK Kleinveldt","BB McCullum",1
"RK Kleinveldt","Junaid Siddique",1
"RK Kleinveldt","M Vijay",1
"RK Kleinveldt","MJ McClenaghan",1
"RK Kleinveldt","Mohammad Hafeez",1
"RK Kleinveldt","RJ Nicol",1
"RK Kleinveldt","RM Hira",1
"RK Kleinveldt","Shoaib Malik",1
"RK Kleinveldt","Yuvraj Singh",1
"RK Paudel","Muhammad Wafiq",1
"RL Chase","Ishan Kishan",2
"RL Chase","RG Sharma",2
"RL Chase","SA Yadav",1
"RL Chase","V Kohli",1
"RLB Rambukwella","TWM Latham",1
"RM Haq","AR Cusack",2
"RM Haq","BN Cooper",1
"RM Haq","ES Szwarczynski",1
"RM Haq","GC Smith",1
"RM Haq","GC Wilson",2
"RM Haq","HS Baidwan",1
"RM Haq","JH Kallis",1
"RM Haq","MR Swart",1
"RM Haq","Mudassar Bukhari",1
"RM Haq","NN Odhiambo",1
"RM Haq","Noor Ali Zadran",1
"RM Haq","RA Bhatti",1
"RM Haq","RR Patel",1
"RM Haq","Shoaib Malik",1
"RM Haq","Younis Khan",1
"RM Hira","AB de Villiers",1
"RM Hira","AD Hales",2
"RM Hira","D Ramdin",1
"RM Hira","EJG Morgan",1
"RM Hira","F du Plessis",1
"RM Hira","H Davids",1
"RM Hira","RE Levi",1
"RM Hira","S Matsikenyeri",1
"RM Hira","SW Masakadza",1
"RM Koda","Aamir Lal",1
"RM Koda","Asif Iqbal (2)",1
"RM Koda","K Kadowaki-Fleming",1
"RM Koda","Kuldeep Gurjar",1
"RM Koda","Vinay Iyer",1
"RM West","G Gambhir",1
"RM West","Mushfiqur Rahim",1
"RM West","Younis Khan",1
"RML Taylor","Anshuman Rath",1
"RML Taylor","Babar Hayat",1
"RML Taylor","BN Cooper",1
"RML Taylor","Haseeb Amjad",1
"RMS Eranga","G Gambhir",1
"RMS Eranga","RJ Nicol",1
"RMS Eranga","V Kohli",1
"RN Patel","RK Kiseto",1
"RN Patel","SA Jumbe",1
"RN ten Doeschate","CD Wallace",1
"RN ten Doeschate","CJO Smith",1
"RN ten Doeschate","GD Drummond",1
"RN ten Doeschate","GM Hamilton",1
"RN ten Doeschate","IS Billcliff",1
"RN ten Doeschate","LJ Wright",1
"RN ten Doeschate","Mohammad Nabi",1
"RN ten Doeschate","NFI McCallum",1
"RN ten Doeschate","RS Bopara",1
"RN ten Doeschate","Salman Butt",1
"RN ten Doeschate","WTS Porterfield",1
"Rohan Bhavesh Patel","Abdul Shakoor (2)",1
"Rohan Bhavesh Patel","C Zavoiu",1
"Rohan Bhavesh Patel","S Nadigotla",1
"Rohan Bhavesh Patel","Taranjeet Singh",1
"Rohan Mustafa","A Balbirnie",1
"Rohan Mustafa","Aaqib Sulehri",1
"Rohan Mustafa","Aarif Sheikh",2
"Rohan Mustafa","Aasif Sheikh",1
"Rohan Mustafa","Abdul Wahid",1
"Rohan Mustafa","AD Mathews",1
"Rohan Mustafa","Amir Hamza",1
"Rohan Mustafa","Asghar Stanikzai",1
"Rohan Mustafa","BDH Stevens",1
"Rohan Mustafa","BJ McCarthy",1
"Rohan Mustafa","CS MacLeod",1
"Rohan Mustafa","CW Perchard",1
"Rohan Mustafa","D Klein",1
"Rohan Mustafa","Dawlat Zadran",1
"Rohan Mustafa","DC Delany",1
"Rohan Mustafa","DG Blampied",1
"Rohan Mustafa","ED Silva",1
"Rohan Mustafa","GC Wilson",1
"Rohan Mustafa","GJ Delany",2
"Rohan Mustafa","Haroon Arshad",1
"Rohan Mustafa","HT Tector",1
"Rohan Mustafa","J Broad",1
"Rohan Mustafa","JJ Smit",1
"Rohan Mustafa","Khawar Zafar",1
"Rohan Mustafa","KJ O'Brien",1
"Rohan Mustafa","Mahmudullah",1
"Rohan Mustafa","MD Dai",1
"Rohan Mustafa","MD Patel",1
"Rohan Mustafa","Mehran Khan",1
"Rohan Mustafa","Mohammad Mithun",1
"Rohan Mustafa","Mohammad Rizlan",1
"Rohan Mustafa","MP O'Dowd",1
"Rohan Mustafa","MR Adair",3
"Rohan Mustafa","Najeeb Tarakai",1
"Rohan Mustafa","Najibullah Zadran",1
"Rohan Mustafa","NJ O'Brien",1
"Rohan Mustafa","PL Mommsen",1
"Rohan Mustafa","PM Seelaar",2
"Rohan Mustafa","PM Seelaar",1
"Rohan Mustafa","PR Stirling",2
"Rohan Mustafa","PW Borren",1
"Rohan Mustafa","Ravinderpal Singh",1
"Rohan Mustafa","RD Berrington",1
"Rohan Mustafa","SA Edwards",1
"Rohan Mustafa","Sabbir Rahman",1
"Rohan Mustafa","SC Getkate",1
"Rohan Mustafa","SC Getkate",1
"Rohan Mustafa","SC Getkate",1
"Rohan Mustafa","Shapoor Zadran",1
"Rohan Mustafa","SS McKechnie",1
"Rohan Mustafa","Sultan Ahmed",1
