"bowler1","batsman1","balls","runsConceded","ER"
"Sajid Liaqat","Faizan Mumtaz",5,2,2.4
"Sajid Liaqat","Faizan Mumtaz",5,2,2.4
"Sajid Liaqat","Rahmatullah Mangal",5,6,7.2
"Sajid Liaqat","Raza Iqbal",7,2,1.71428571428571
"Sajid Liaqat","Razmal Shigiwal",3,2,4
"Sajid Liaqat","S Santhirakumaran",1,0,0
"Sajid Liaqat","Sahel Zadran",6,12,12
"Sajid Liaqat","Sahel Zadran",6,12,12
"Sajid Liaqat","U Shahid",2,0,0
"Sajid Liaqat","Usman Arif (2)",1,0,0
"Salman Nazar","A Ferguson",4,6,9
"Salman Nazar","Aaron Jones",1,0,0
"Salman Nazar","Aasif Sheikh",6,8,8
"Salman Nazar","D Klein",4,4,6
"Salman Nazar","Faisal Mubashir",3,2,4
"Salman Nazar","IG Holland",4,3,4.5
"Salman Nazar","Imran Anwar",8,15,11.25
"Salman Nazar","Irfan Hafejee",9,4,2.66666666666667
"Salman Nazar","Irfan Hafejee",9,4,2.66666666666667
"Salman Nazar","J Broad",6,2,2
"Salman Nazar","Mahmud Jasat",1,0,0
"Salman Nazar","PL Bruno",1,0,0
"Salman Nazar","V Ganesan",6,5,5
"Salman Nazar","XM Marshall",1,0,0
"Salman Nazar","Yusuf Bhoola",7,2,1.71428571428571
"Sami Sohail","E Sebareme",2,1,3
"Sami Sohail","J Hansrod",2,0,0
"Sami Sohail","K Irakoze",4,3,4.5
"Sami Sohail","K Nassoro",14,15,6.42857142857143
"Sami Sohail","R Nil",3,4,8
"Sami Sohail","S Kubheka",3,1,2
"Sami Sohail","S Udhayan",5,7,8.4
"Sami Sohail","VL Mukesh",1,0,0
"Sami Sohail","W Niyitanga",1,0,0
"Sami Ullah","A Manepalli",1,0,0
"Sami Ullah","Ali Waqar",5,4,4.8
"Sami Ullah","Ali Yalmaz",3,1,2
"Sami Ullah","Apon Mustafizur",1,0,0
"Sami Ullah","B George",5,2,2.4
"Sami Ullah","Bakhtiar Tahiri",12,8,4
"Sami Ullah","H Lakov",4,4,6
"Sami Ullah","IA De Silva",9,11,7.33333333333333
"Sami Ullah","NR Johns-Wickberg",1,0,0
"Sami Ullah","S Davizi",1,0,0
"Sami Ullah","S Sengupta",1,0,0
"Sami Ullah","Sulaiman Ali",4,3,4.5
"Samiullah Shenwari","AA Obanda",1,0,0
"Samiullah Shenwari","AD Russell",6,5,5
"Samiullah Shenwari","Ahmed Shehzad",5,4,4.8
"Samiullah Shenwari","AR Cusack",11,9,4.90909090909091
"Samiullah Shenwari","AS Hansra",7,3,2.57142857142857
"Samiullah Shenwari","AV Lalcheta",3,3,6
"Samiullah Shenwari","B Zuiderent",1,0,0
"Samiullah Shenwari","CO Obuya",7,6,5.14285714285714
"Samiullah Shenwari","DI Allan",4,1,1.5
"Samiullah Shenwari","E Otieno",4,0,0
"Samiullah Shenwari","HS Baidwan",1,0,0
"Samiullah Shenwari","IA Karim",4,2,3
"Samiullah Shenwari","JC Buttler",6,5,5
"Samiullah Shenwari","Junaid Siddiqui",2,0,0
"Samiullah Shenwari","MN Waller",5,2,2.4
"Samiullah Shenwari","MR Swart",1,0,0
"Samiullah Shenwari","MW Machan",22,23,6.27272727272727
"Samiullah Shenwari","NM Odhiambo",7,3,2.57142857142857
"Samiullah Shenwari","NM Odhiambo",7,3,2.57142857142857
"Samiullah Shenwari","NN Odhiambo",9,14,9.33333333333333
"Samiullah Shenwari","RD Berrington",5,1,1.2
"Samiullah Shenwari","SK Raina",10,13,7.8
"Samiullah Shenwari","Tamim Iqbal",3,0,0
"Samiullah Shenwari","TG Gordon",2,2,6
"Samiullah Shenwari","TM Dilshan",7,6,5.14285714285714
"Sana Ullah","KC Ramamoorthy",4,3,4.5
"Sana Ullah","S Kimura",2,0,0
"Sandeep Goud","SJ Myburgh",5,2,2.4
"Sandeep Goud","TP Visee",3,3,6
"Sandeep Nair","M Sarenac",1,0,0
"Sandeep Nair","N Zimonjic",1,0,0
"Sandeep Sharma","H Masakadza",12,21,10.5
"Saqib Zulfiqar","Rameez Shahzad",5,4,4.8
"Saran Aslam","A Pusthay",4,1,1.5
"Saran Aslam","AK Mohan",2,0,0
"Sarfaraj Patel","E Niyomugabo",2,0,0
"Sarfaraj Patel","G Kansonkho",8,10,7.5
"Sarfaraj Patel","JJ Wright",1,0,0
"Sarfaraj Patel","Muhammad Amin",4,6,9
"Sarfaraj Patel","S Samal",3,3,6
"Sarfaraj Patel","T Rajiv",2,0,0
"Sarfaraz Ali","A Johnson",1,0,0
"Sarfaraz Ali","Basil Hameed",4,4,6
"Sarfaraz Ali","Bilal Tahir",4,6,9
"Sarfaraz Ali","I Liyanage",8,5,3.75
"Sarfaraz Ali","L Tucker",1,0,0
"Sarfaraz Ali","M Spoors",2,1,3
"Sarfaraz Ali","MNM Aslam",2,1,3
"Sarfaraz Ali","R Sandaruwan",22,27,7.36363636363636
"Sarfaraz Ali","Usman Patel",7,11,9.42857142857143
"Sarfaraz Ali","WJ Malinda",2,0,0
"Sarfaraz Ali","Zawar Farid",1,0,0
"Saud Munir","Amir Zaib",3,1,2
"Saud Munir","F Stoman",8,3,2.25
"Saud Munir","LA Burns",1,0,0
"Saud Munir","Maqsood Ahmad",9,5,3.33333333333333
"Saud Munir","Mohammad Kamran",2,2,6
"Saud Munir","Najjam Shahzad",2,0,0
"Saud Munir","Yasir Ali",3,1,2
"Sayed Monib","Amjad Mahboob",5,3,3.6
"Sayed Monib","Anasim Khan",3,0,0
"Sayed Monib","Chirag Suri",21,29,8.28571428571429
"Sayed Monib","Haider Butt",8,3,2.25
"Sayed Monib","Imran Anwar",7,9,7.71428571428571
"Sayed Monib","Janak Prakash",6,7,7
"Sayed Monib","Junaid Aziz",8,4,3
"Sayed Monib","Masood Jayezeh",2,0,0
"Sayed Monib","S Veerapathiran",6,13,13
"Sayed Monib","Sarfaraz Ali",6,18,18
"Sayed Monib","Shahid Mahmood",3,1,2
"Sayed Monib","Umer Imtiaz",13,22,10.1538461538462
"Sayed Monib","Zawar Farid",2,2,6
"Sayed Shirzad","Aamir Kaleem",3,5,10
"Sayed Shirzad","Aaqib Sulehri",2,0,0
"Sayed Shirzad","AG Cremer",3,2,4
"Sayed Shirzad","LM Jongwe",1,0,0
"Sazib Bhuiyan","A Bhadauria",8,12,9
"Sazib Bhuiyan","A Reyes",11,11,6
"Sazib Bhuiyan","Abhijeet Ahuja",15,24,9.6
"Sazib Bhuiyan","HS Gericke",3,2,4
"Sazib Bhuiyan","HV Mandhyan",5,2,2.4
"Sazib Bhuiyan","Ijaz Hussain",2,0,0
"Sazib Bhuiyan","J Barker",1,0,0
"Sazib Bhuiyan","K Nestor",2,0,0
"Sazib Bhuiyan","Khaibar Deldar",1,0,0
"Sazib Bhuiyan","M Whelan",5,8,9.6
"Sazib Bhuiyan","P Mishra",2,1,3
"Sazib Bhuiyan","Saim Hussain",9,9,6
"Sazib Bhuiyan","SKS Gill",9,6,4
"Sazib Bhuiyan","Taranjeet Singh",12,17,8.5
"Sazib Bhuiyan","Umair Tariq",1,0,0
"Sazib Bhuiyan","V Vijh",2,1,3
"SB Styris","AD Mathews",4,4,6
"SB Styris","AG Cremer",1,0,0
"SB Styris","CK Kapugedera",6,4,4
"SB Styris","D Ganga",6,15,15
"SB Styris","Fawad Alam",16,15,5.625
"SB Styris","GC Wilson",2,0,0
"SB Styris","HH Gibbs",7,5,4.28571428571429
"SB Styris","IR Bell",8,8,6
"SB Styris","JA Morkel",2,0,0
"SB Styris","KC Sangakkara",15,9,3.6
"SB Styris","KD Karthik",4,9,13.5
"SB Styris","Mohammad Hafeez",4,2,3
"SB Styris","NLTC Perera",2,1,3
"SB Styris","P Utseya",1,0,0
"SB Styris","PD Collingwood",14,18,7.71428571428571
"SB Styris","RS Bopara",3,1,2
"SB Styris","RS Morton",2,1,3
"SB Styris","T Maruma",1,0,0
"SB Styris","Umar Akmal",10,8,4.8
"SC Getkate","Asghar Stanikzai",1,0,0
"SC Getkate","BRM Taylor",1,0,0
"SC Getkate","CR Ervine",52,89,10.2692307692308
"SC Getkate","D Myers",21,13,3.71428571428571
"SC Getkate","DT Tiripano",6,2,2
"SC Getkate","HG Munsey",1,0,0
"SC Getkate","RD Berrington",3,0,0
"SC Getkate","RW Chakabva",9,11,7.33333333333333
"SC Getkate","Sharafuddin Ashraf",2,2,6
"SC Getkate","Sikandar Raza",4,3,4.5
"SC Getkate","SJ Baard",3,1,2
"SC Getkate","W Madhevere",6,8,8
"SC Getkate","Waheed Ahmed",4,6,9
"SC Getkate","WP Masakadza",6,4,4
"SC Getkate","Zeeshan Maqsood",4,2,3
"SC Kuggeleijn","A Dananjaya",2,0,0
"SC Kuggeleijn","Haider Ali",7,5,4.28571428571429
"SC Kuggeleijn","HH Pandya",3,2,4
"SC Kuggeleijn","Imad Wasim",3,5,10
"SC Kuggeleijn","Mahmudullah",5,3,3.6
"SC Kuggeleijn","MD Shanaka",1,0,0
"SC Kuggeleijn","MDKJ Perera",9,13,8.66666666666667
"SC Kuggeleijn","Mohammad Hafeez",22,45,12.2727272727273
"SC Kuggeleijn","Nasum Ahmed",1,0,0
"SC Kuggeleijn","PWH de Silva",7,7,6
"SC Kuggeleijn","S Dube",12,13,6.5
"SC Kuggeleijn","SV Samson",7,7,6
"SC Kuggeleijn","Taskin Ahmed",4,9,13.5
"SC Kuggeleijn","Wahab Riaz",3,2,4
"SC Meaker","MS Dhoni",11,15,8.18181818181818
"SC Meaker","V Kohli",8,13,9.75
"SC Williams","Aaron Jones",6,5,5
"SC Williams","Ahmed Raza",4,0,0
"SC Williams","Ahmed Shehzad",33,52,9.45454545454546
"SC Williams","Amjad Ali",2,0,0
"SC Williams","Anwar Ali",2,1,3
"SC Williams","Asghar Stanikzai",10,17,10.2
"SC Williams","B Bhandari",10,16,9.6
"SC Williams","C Campher",7,7,6
"SC Williams","DS Airee",7,9,7.71428571428571
"SC Williams","F du Plessis",1,0,0
"SC Williams","GH Worker",9,9,6
"SC Williams","H Klaasen",7,9,7.71428571428571
"SC Williams","Janak Prakash",1,0,0
"SC Williams","Karim Sadiq",5,3,3.6
"SC Williams","Khurram Khan",7,8,6.85714285714286
"SC Williams","Kushal Malla",1,0,0
"SC Williams","L Ronchi",4,3,4.5
"SC Williams","Liton Das",38,42,6.63157894736842
"SC Williams","MA Leask",9,11,7.33333333333333
"SC Williams","MJ Guptill",4,3,4.5
"SC Williams","Mohammad Shahzad",6,10,10
"SC Williams","MP O'Dowd",25,30,7.2
"SC Williams","N Pooran",5,3,3.6
"SC Williams","Najeeb Tarakai",8,2,1.5
"SC Williams","Nazmul Hossain Shanto",11,7,3.81818181818182
"SC Williams","P Khadka",9,6,4
"SC Williams","P Sarraf",4,0,0
"SC Williams","PR Stirling",16,24,9
"SC Williams","R Powell",8,8,6
"SC Williams","Rahmanullah Gurbaz",21,24,6.85714285714286
"SC Williams","RD Berrington",35,40,6.85714285714286
"SC Williams","Rohan Mustafa",3,1,2
"SC Williams","RR Pant",3,2,4
"SC Williams","RV Uthappa",5,7,8.4
"SC Williams","SA Edwards",6,3,3
"SC Williams","Shahid Afridi",2,6,18
"SC Williams","Shakib Al Hasan",4,3,4.5
"SC Williams","Shoaib Malik",9,10,6.66666666666667
"SC Williams","Shuvagata Hom",2,2,6
"SC Williams","SJ Myburgh",9,2,1.33333333333333
"SC Williams","TP Ura",5,9,10.8
"SC Williams","TP Visee",7,5,4.28571428571429
"SC Williams","V Kohli",4,1,1.5
"SC Williams","WTS Porterfield",5,4,4.8
"SCJ Broad","ACL Richards",9,7,4.66666666666667
"SCJ Broad","AD Mathews",22,26,7.09090909090909
"SCJ Broad","ADS Fletcher",5,7,8.4
"SCJ Broad","AJ Finch",29,48,9.93103448275862
"SCJ Broad","AM Rahane",10,19,11.4
"SCJ Broad","Asghar Stanikzai",8,3,2.25
"SCJ Broad","Asghar Stanikzai",8,3,2.25
"SCJ Broad","Awais Zia",8,2,1.5
"SCJ Broad","BJ Hodge",4,2,3
"SCJ Broad","BMAJ Mendis",1,0,0
"SCJ Broad","C Munro",2,0,0
"SCJ Broad","CK Kapugedera",6,2,2
"SCJ Broad","CL White",35,50,8.57142857142857
"SCJ Broad","D Ramdin",4,3,4.5
"SCJ Broad","DA Warner",16,22,8.25
"SCJ Broad","DJ Hussey",11,11,6
"SCJ Broad","DJ Reekers",3,0,0
"SCJ Broad","DJG Sammy",3,4,8
"SCJ Broad","DPMD Jayawardene",24,27,6.75
"SCJ Broad","DT Christian",2,0,0
"SCJ Broad","DW Steyn",5,2,2.4
"SCJ Broad","Fawad Alam",12,14,7
"SCJ Broad","GC Smith",9,6,4
"SCJ Broad","GJ Hopkins",2,1,3
"SCJ Broad","GJ Maxwell",6,8,8
"SCJ Broad","H Masakadza",3,1,2
"SCJ Broad","HD Rutherford",18,28,9.33333333333333
"SCJ Broad","HDRL Thirimanne",3,6,12
"SCJ Broad","HM Amla",26,41,9.46153846153846
"SCJ Broad","Imran Nazir",3,0,0
"SCJ Broad","JAH Marshall",6,8,8
"SCJ Broad","JEC Franklin",14,13,5.57142857142857
"SCJ Broad","JH Kallis",24,39,9.75
"SCJ Broad","JP Duminy",20,16,4.8
"SCJ Broad","Kamran Akmal",9,7,4.66666666666667
"SCJ Broad","L Vincent",10,10,6
"SCJ Broad","LMP Simmons",4,5,7.5
"SCJ Broad","LRPL Taylor",27,29,6.44444444444444
"SCJ Broad","MJ Guptill",21,14,4
"SCJ Broad","MN Samuels",18,25,8.33333333333333
"SCJ Broad","MR Gillespie",2,2,6
"SCJ Broad","MR Swart",5,2,2.4
"SCJ Broad","Nawroz Mangal",2,2,6
"SCJ Broad","PG Fulton",3,4,8
"SCJ Broad","PW Borren",13,12,5.53846153846154
"SCJ Broad","Salman Butt",14,15,6.42857142857143
"SCJ Broad","SB Styris",13,19,8.76923076923077
"SCJ Broad","Shahid Afridi",22,29,7.90909090909091
"SCJ Broad","Shahzaib Hasan",6,5,5
"SCJ Broad","Shoaib Malik",21,16,4.57142857142857
"SCJ Broad","SR Watson",11,19,10.3636363636364
"SCJ Broad","TA Boult",1,0,0
"SCJ Broad","TLW Cooper",1,0,0
"SCJ Broad","Umar Akmal",28,22,4.71428571428571
"SCJ Broad","V Kohli",11,14,7.63636363636364
"SCJ Broad","VD Philander",1,0,0
"SCJ Broad","Yasir Arafat",8,6,4.5
"SCJ Broad","Younis Khan",2,1,3
"SD Parry","Ahmed Shehzad",3,1,2
"SD Parry","Mohammad Rizwan",2,1,3
"SD Parry","Shahid Afridi",2,0,0
"SD Parry","Umar Akmal",10,14,8.4
"SD Valjalo","A Dizija",1,0,0
"SD Valjalo","Aslam Mohammad",3,0,0
"SD Valjalo","LA Dunbar",9,9,6
"SD Valjalo","M Campopiano",2,0,0
"SD Valjalo","S Ivetic",6,5,5
"SD Valjalo","V Zimonjic",1,0,0
"SDJJ Dima","Amoluk Singh",2,2,6
"SDJJ Dima","HA Chohan",3,6,12
"SDJJ Dima","II Selemani",1,0,0
"SDJJ Dima","S Thakor",9,21,14
"SE Bond","AB de Villiers",14,15,6.42857142857143
"SE Bond","AD Mascarenhas",1,0,0
"SE Bond","AD Mathews",9,3,2
"SE Bond","CH Gayle",5,1,1.2
"SE Bond","CK Kapugedera",2,6,18
"SE Bond","CK Langeveldt",3,1,2
"SE Bond","D Ramdin",3,7,14
"SE Bond","DA Warner",15,24,9.6
"SE Bond","EJG Morgan",7,6,5.14285714285714
"SE Bond","Fawad Alam",2,0,0
"SE Bond","GC Smith",19,22,6.94736842105263
"SE Bond","Harbhajan Singh",1,0,0
"SE Bond","Imran Nazir",22,18,4.90909090909091
"SE Bond","KMDN Kulasekara",6,4,4
"SE Bond","LJ Wright",3,1,2
"SE Bond","M Ntini",5,4,4.8
"SE Bond","MA Ouma",2,0,0
"SE Bond","MG Johnson",2,0,0
"SE Bond","Mohammad Hafeez",17,31,10.9411764705882
"SE Bond","OA Shah",1,1,6
"SE Bond","RJMGM Rupasinghe",4,3,4.5
"SE Bond","Shahid Afridi",4,5,7.5
"SE Bond","T Mishra",3,0,0
"SE Bond","TM Dilshan",15,19,7.6
"SE Bond","WU Tharanga",14,21,9
"SE Rutherford","Simi Singh",2,0,0
"SE Rutherford","Simi Singh",2,0,0
"SF Mire","Fakhar Zaman",8,7,5.25
"SF Nhavotso","Jitin Singh",5,9,10.8
"SF Tiai","J Baleicikoibia",12,7,3.5
"SF Tiai","JD Allan",8,9,6.75
"SF Tiai","PK Matautaava",6,5,5
"SF Tiai","PV Vuniwaqa",13,16,7.38461538461539
"SF Tiai","S Weleilakeba",3,8,16
"SF Tiai","SM Tupou",6,6,6
"SG Borthwick","J Charles",8,6,4.5
"SG Whittingham","A Balbirnie",14,13,5.57142857142857
"SG Whittingham","GC Wilson",12,16,8
"SG Whittingham","Simi Singh",11,14,7.63636363636364
"SH Obed","JH Kiani",6,4,4
"SH Obed","Kuldeep Singh",2,1,3
"SH Obed","Mohamed Arief",30,49,9.8
"SH Obed","MTMMJ Ave",1,0,0
"SH Obed","N Vanua",5,4,4.8
"SH Obed","S Muniandy",9,11,7.33333333333333
"SH Obed","Virandeep Singh",10,13,7.8
"SH Obed","Zubaidi Zulkifle",5,7,8.4
"SHA Rance","A Dananjaya",1,0,0
"SHA Rance","Ahmed Shehzad",13,23,10.6153846153846
"SHA Rance","BKG Mendis",19,35,11.0526315789474
"SHA Rance","CAK Walton",6,6,6
"SHA Rance","CH Gayle",5,7,8.4
"SHA Rance","Hasan Ali",5,13,15.6
"SHA Rance","I Udana",10,27,16.2
"SHA Rance","MD Shanaka",5,10,12
"SHA Rance","Mohammad Amir",3,1,2
"SHA Rance","N Dickwella",8,11,8.25
"SHA Rance","S Badree",4,3,4.5
"SHA Rance","Umar Amin",7,0,0
"Shadab Khan","A Shukla",1,0,0
"Shadab Khan","AD Hales",4,4,6
"Shadab Khan","Afif Hossain",37,34,5.51351351351351
"Shadab Khan","Aizaz Khan",2,0,0
"Shadab Khan","AJ Finch",23,48,12.5217391304348
"Shadab Khan","AK Kitchen",7,3,2.57142857142857
"Shadab Khan","AK Markram",1,0,0
"Shadab Khan","AL Phehlukwayo",6,9,9
"Shadab Khan","AM McCarthy",4,2,3
"Shadab Khan","AR Patel",1,0,0
"Shadab Khan","BR McDermott",6,5,5
"Shadab Khan","C de Grandhomme",8,13,9.75
"Shadab Khan","C Munro",27,17,3.77777777777778
"Shadab Khan","CA Lynn",1,0,0
"Shadab Khan","CAK Walton",17,19,6.70588235294118
"Shadab Khan","CG Williams",9,15,10
"Shadab Khan","CS MacLeod",18,16,5.33333333333333
"Shadab Khan","DA Miller",14,15,6.42857142857143
"Shadab Khan","DA Warner",6,10,10
"Shadab Khan","DE Budge",11,13,7.09090909090909
"Shadab Khan","DJ Malan",39,51,7.84615384615385
"Shadab Khan","E Lewis",22,29,7.90909090909091
"Shadab Khan","EJG Morgan",20,32,9.6
"Shadab Khan","F du Plessis",27,45,10
"Shadab Khan","FH Allen",8,11,8.25
"Shadab Khan","GD Phillips",42,68,9.71428571428571
"Shadab Khan","GJ Maxwell",20,16,4.8
"Shadab Khan","H Masakadza",2,1,3
"Shadab Khan","Haroon Arshad",3,2,4
"Shadab Khan","HC Brook",21,19,5.42857142857143
"Shadab Khan","HG Munsey",5,2,2.4
"Shadab Khan","JC Buttler",14,14,6
"Shadab Khan","JJ Roy",6,10,10
"Shadab Khan","JM Bairstow",4,2,3
"Shadab Khan","JO Holder",2,0,0
"Shadab Khan","KA Pollard",21,15,4.28571428571429
"Shadab Khan","KL Rahul",1,0,0
"Shadab Khan","KS Williamson",73,73,6
"Shadab Khan","KS Williamson",73,73,6
"Shadab Khan","L Gregory",6,6,6
"Shadab Khan","Liton Das",29,34,7.03448275862069
"Shadab Khan","LMP Simmons",3,5,10
"Shadab Khan","LRPL Taylor",10,8,4.8
"Shadab Khan","LRPL Taylor",10,8,4.8
"Shadab Khan","LS Livingstone",28,53,11.3571428571429
"Shadab Khan","M Bhanuka",1,0,0
"Shadab Khan","M Shumba",4,2,3
"Shadab Khan","MD Gunathilaka",21,29,8.28571428571429
"Shadab Khan","MD Shanaka",21,38,10.8571428571429
"Shadab Khan","MH Cross",9,6,4
"Shadab Khan","MJ Guptill",17,15,5.29411764705882
"Shadab Khan","MM Ali",28,49,10.5
"Shadab Khan","MN Samuels",36,26,4.33333333333333
"Shadab Khan","Mohammad Ghazanfar",3,0,0
"Shadab Khan","Mohammad Naim",10,11,6.6
"Shadab Khan","Mohammad Naim",10,11,6.6
"Shadab Khan","MP O'Dowd",3,1,2
"Shadab Khan","MR Marsh",17,14,4.94117647058824
"Shadab Khan","MRJ Watt",2,1,3
"Shadab Khan","Najibullah Zadran",14,23,9.85714285714286
"Shadab Khan","Nazmul Hossain Shanto",26,31,7.15384615384615
"Shadab Khan","NJ Maddinson",3,2,4
"Shadab Khan","NM Coulter-Nile",11,17,9.27272727272727
"Shadab Khan","Nurul Hasan",12,10,5
"Shadab Khan","PBB Rajapaksa",27,39,8.66666666666667
"Shadab Khan","PJ Moor",3,1,2
"Shadab Khan","R Powell",21,18,5.14285714285714
"Shadab Khan","RD Berrington",7,3,2.57142857142857
"Shadab Khan","RR Pant",16,18,6.75
"Shadab Khan","RW Chakabva",1,0,0
"Shadab Khan","S Samarawickrama",15,10,4
"Shadab Khan","SC Williams",14,17,7.28571428571429
"Shadab Khan","SD Hope",4,2,3
"Shadab Khan","Shakib Al Hasan",15,15,6
"Shadab Khan","SM Sharif",2,1,3
"Shadab Khan","SMA Priyanjan",4,3,4.5
"Shadab Khan","Soumya Sarkar",4,7,10.5
"Shadab Khan","SP Narine",7,2,1.71428571428571
"Shadab Khan","SPD Smith",15,21,8.4
"Shadab Khan","SSJ Brooks",15,23,9.2
"Shadab Khan","T Banton",16,26,9.75
"Shadab Khan","T Banton",16,26,9.75
"Shadab Khan","T Bavuma",1,0,0
"Shadab Khan","Tamim Iqbal",15,27,10.8
"Shadab Khan","TC Bruce",7,13,11.1428571428571
"Shadab Khan","TLW Cooper",1,0,0
"Shafiul Islam","Ahsan Ali",5,5,6
"Shafiul Islam","Babar Azam",8,8,6
"Shafiul Islam","BRM Taylor",6,5,5
"Shafiul Islam","CR Brathwaite",2,1,3
"Shafiul Islam","Iftikhar Ahmed",8,8,6
"Shafiul Islam","Karim Janat",3,2,4
"Shafiul Islam","MEK Hussey",8,9,6.75
"Shafiul Islam","MN Samuels",13,16,7.38461538461539
"Shafiul Islam","Mudassar Bukhari",1,0,0
"Shafiul Islam","P Utseya",5,4,4.8
"Shafiul Islam","R Mutumbami",8,11,8.25
"Shafiul Islam","RG Sharma",17,29,10.2352941176471
"Shafiul Islam","RP Burl",2,0,0
"Shafiul Islam","RR Pant",2,2,6
"Shafiul Islam","S Dhawan",9,7,4.66666666666667
"Shafiul Islam","Salman Butt",5,4,4.8
"Shafiul Islam","SC Williams",4,4,6
"Shafiul Islam","Sikandar Raza",8,2,1.5
"Shafiul Islam","Sikandar Raza",8,2,1.5
"Shafiul Islam","Sohail Tanvir",1,0,0
"Shafiul Islam","TGJ Gruijters",2,1,3
"Shafiul Islam","V Sibanda",4,5,7.5
"Shagharai Sefat","C Munoz-Mills",2,1,3
"Shagharai Sefat","Hamza Dar",1,0,0
"Shagharai Sefat","KJ Stagno",1,0,0
"Shagharai Sefat","M Fontaine",2,1,3
"Shagharai Sefat","M Gouws",3,1,2
"Shagharai Sefat","Yasir Ali",1,0,0
"Shahab Alam","Aminuddin Ramly",3,1,2
"Shahab Alam","NM Odhiambo",6,3,3
"Shahab Alam","RR Patel",16,19,7.125
"Shahab Alam","SA Edwards",8,15,11.25
"Shahab Alam","Waseem Muhammad",3,12,24
"Shahadat Hossain","Shahid Afridi",1,0,0
"Shahadat Hossain","Yuvraj Singh",1,0,0
"Shaheen Shah Afridi","A Zampa",3,0,0
"Shaheen Shah Afridi","AD Hales",2,1,3
"Shaheen Shah Afridi","ADS Fletcher",9,13,8.66666666666667
"Shaheen Shah Afridi","AJ Finch",18,21,7
"Shaheen Shah Afridi","AJ Tye",8,12,9
"Shaheen Shah Afridi","AL Phehlukwayo",11,21,11.4545454545455
"Shaheen Shah Afridi","BC Fortuin",10,16,9.6
"Shaheen Shah Afridi","BM Duckett",3,4,8
"Shaheen Shah Afridi","BR McDermott",8,5,3.75
"Shaheen Shah Afridi","DC Drakes",1,0,0
"Shaheen Shah Afridi","DJ Malan",19,19,6
"Shaheen Shah Afridi","DJM Short",11,7,3.81818181818182
"Shaheen Shah Afridi","FH Allen",3,4,8
"Shaheen Shah Afridi","GD Phillips",6,5,5
"Shaheen Shah Afridi","GJ Maxwell",22,29,7.90909090909091
"Shaheen Shah Afridi","H Klaasen",22,30,8.18181818181818
"Shaheen Shah Afridi","HE van der Dussen",21,28,8
"Shaheen Shah Afridi","HR Walsh",1,0,0
"Shaheen Shah Afridi","JM Bairstow",18,26,8.66666666666667
"Shaheen Shah Afridi","JN Malan",62,89,8.61290322580645
"Shaheen Shah Afridi","JT Smuts",9,3,2
"Shaheen Shah Afridi","KA Pollard",8,16,12
"Shaheen Shah Afridi","KL Rahul",7,3,2.57142857142857
"Shaheen Shah Afridi","KS Williamson",22,23,6.27272727272727
"Shaheen Shah Afridi","L Gregory",3,1,2
"Shaheen Shah Afridi","Liton Das",5,8,9.6
"Shaheen Shah Afridi","LRPL Taylor",12,19,9.5
"Shaheen Shah Afridi","MA Leask",1,0,0
"Shaheen Shah Afridi","MJ Guptill",25,13,3.12
"Shaheen Shah Afridi","Mohammad Naim",13,10,4.61538461538461
"Shaheen Shah Afridi","Mohammad Shahzad",8,7,5.25
"Shaheen Shah Afridi","Mosaddek Hossain",1,0,0
"Shaheen Shah Afridi","MW Parkinson",5,4,4.8
"Shaheen Shah Afridi","NM Coulter-Nile",13,21,9.69230769230769
"Shaheen Shah Afridi","Nurul Hasan",6,2,2
"Shaheen Shah Afridi","OF Smith",9,18,12
"Shaheen Shah Afridi","PJ van Biljon",7,3,2.57142857142857
"Shaheen Shah Afridi","Q de Kock",5,0,0
"Shaheen Shah Afridi","R Shepherd",15,15,6
"Shaheen Shah Afridi","RG Sharma",6,4,4
"Shaheen Shah Afridi","RR Hendricks",16,12,4.5
"Shaheen Shah Afridi","RR Rossouw",3,0,0
"Shaheen Shah Afridi","SA Abbott",1,0,0
"Shaheen Shah Afridi","Saif Hassan",1,0,0
"Shaheen Shah Afridi","SC Kuggeleijn",3,10,20
"Shaheen Shah Afridi","SJ Myburgh",7,5,4.28571428571429
"Shaheen Shah Afridi","Soumya Sarkar",8,7,5.25
"Shaheen Shah Afridi","Taskin Ahmed",4,0,0
"Shaheen Shah Afridi","TG Southee",4,6,9
"Shaheen Shah Afridi","TL Seifert",35,54,9.25714285714286
"Shaheen Shah Afridi","V Kohli",23,35,9.1304347826087
"Shahid Afridi","A Symonds",5,5,6
"Shahid Afridi","AB de Villiers",35,30,5.14285714285714
"Shahid Afridi","AD Hales",1,0,0
"Shahid Afridi","ADS Fletcher",2,0,0
"Shahid Afridi","Aftab Ahmed",4,3,4.5
"Shahid Afridi","Alok Kapali",6,9,9
"Shahid Afridi","AM Rahane",5,2,2.4
"Shahid Afridi","B Zuiderent",1,0,0
"Shahid Afridi","BB McCullum",29,29,6
"Shahid Afridi","C Kieswetter",7,11,9.42857142857143
"Shahid Afridi","C Munro",10,15,9
"Shahid Afridi","CD Barnwell",5,10,12
"Shahid Afridi","CJ Anderson",22,27,7.36363636363636
"Shahid Afridi","CJO Smith",6,10,10
"Shahid Afridi","CK Kapugedera",34,34,6
"Shahid Afridi","CL White",18,24,8
"Shahid Afridi","DG Brownlie",2,0,0
"Shahid Afridi","DJ Hussey",30,29,5.8
