"batsman1","bowler1","ballsFaced","fours","sixes"
"JM Bairstow","JO Holder",24,3,1
"JM Bairstow","JR Hazlewood",11,2,0
"JM Bairstow","JT Smuts",4,1,0
"JM Bairstow","Junaid Khan",4,0,0
"JM Bairstow","K Rabada",19,3,1
"JM Bairstow","KA Maharaj",25,2,1
"JM Bairstow","KA Pollard",4,0,1
"JM Bairstow","KOK Williams",6,0,0
"JM Bairstow","Kuldeep Yadav",9,0,2
"JM Bairstow","KW Richardson",9,0,0
"JM Bairstow","L Ngidi",27,5,3
"JM Bairstow","LH Ferguson",5,0,0
"JM Bairstow","M Morkel",2,1,0
"JM Bairstow","MA Starc",19,3,0
"JM Bairstow","MJ McClenaghan",10,1,0
"JM Bairstow","MJ Santner",13,1,1
"JM Bairstow","Mohammad Amir",9,1,2
"JM Bairstow","Mohammad Hafeez",12,1,0
"JM Bairstow","Mohammad Hasnain",4,2,0
"JM Bairstow","MP Stoinis",3,0,1
"JM Bairstow","Mustafizur Rahman",2,0,0
"JM Bairstow","NL McCullum",6,0,1
"JM Bairstow","O Thomas",7,3,0
"JM Bairstow","PADLR Sandakan",12,2,0
"JM Bairstow","PJ Cummins",4,0,0
"JM Bairstow","PP Chawla",4,0,0
"JM Bairstow","PVD Chameera",11,1,0
"JM Bairstow","PWH de Silva",9,0,0
"JM Bairstow","R Rampaul",13,3,0
"JM Bairstow","RD Chahar",7,0,0
"JM Bairstow","RJ Peterson",2,0,0
"JM Bairstow","RM Hira",5,1,0
"JM Bairstow","S Badree",11,0,0
"JM Bairstow","S Kaul",3,0,0
"JM Bairstow","Saeed Ajmal",21,1,0
"JM Bairstow","SC Kuggeleijn",6,3,1
"JM Bairstow","Shadab Khan",4,0,0
"JM Bairstow","Shaheen Shah Afridi",18,3,1
"JM Bairstow","Shahid Afridi",15,2,1
"JM Bairstow","Shoaib Malik",4,1,0
"JM Bairstow","Shoriful Islam",2,1,0
"JM Bairstow","SK Raina",2,0,0
"JM Bairstow","SL Malinga",2,0,0
"JM Bairstow","SN Thakur",15,4,0
"JM Bairstow","SP Narine",10,0,0
"JM Bairstow","SS Cottrell",6,0,0
"JM Bairstow","T Shamsi",63,4,8
"JM Bairstow","T Stubbs",4,0,1
"JM Bairstow","TA Boult",16,4,0
"JM Bairstow","TG Southee",28,3,0
"JM Bairstow","Umar Gul",17,0,1
"JM Bairstow","Usman Qadir",3,0,0
"JM Bairstow","UT Yadav",4,1,1
"JM Bairstow","V Kohli",1,0,0
"JM Bairstow","Washington Sundar",32,4,2
"JM Bairstow","YS Chahal",14,1,2
"JM How","AD Mascarenhas",12,3,0
"JM How","B Lee",10,0,0
"JM How","DW Steyn",4,1,0
"JM How","GP Swann",8,1,0
"JM How","JM Anderson",3,0,0
"JM How","MG Johnson",3,0,0
"JM How","NW Bracken",5,0,0
"JM How","RJ Sidebottom",5,0,0
"JM How","SCJ Broad",10,0,0
"JM How","SM Pollock",7,0,1
"JM Kemp","AB Agarkar",8,0,0
"JM Kemp","AD Mascarenhas",7,0,0
"JM Kemp","CP Schofield",7,0,0
"JM Kemp","CS Martin",13,1,2
"JM Kemp","DJ Bravo",6,1,0
"JM Kemp","DL Vettori",15,1,1
"JM Kemp","DR Smith",4,1,0
"JM Kemp","FH Edwards",6,1,0
"JM Kemp","IK Pathan",11,2,0
"JM Kemp","JDP Oram",16,3,2
"JM Kemp","JM Anderson",5,0,0
"JM Kemp","JN Snape",3,0,1
"JM Kemp","JS Patel",6,0,0
"JM Kemp","Mashrafe Mortaza",2,0,1
"JM Kemp","MN Samuels",5,2,0
"JM Kemp","MR Gillespie",6,0,1
"JM Kemp","NJ Astle",5,1,0
"JM Kemp","R Rampaul",3,0,2
"JM Kemp","RP Singh",5,0,0
"JM Kemp","S Sreesanth",7,1,0
"JM Kemp","SCJ Broad",1,0,0
"JM Kemp","SE Bond",7,1,0
"JM Kemp","Shakib Al Hasan",3,1,0
"JM Kemp","SR Tendulkar",4,1,0
"JM Kemp","Z Khan",2,0,0
"JM Muirhead","A Mishra",3,0,0
"JM Muirhead","DJ Bravo",1,0,0
"JM Muirhead","RA Jadeja",2,0,0
"JM Vince","Aamer Yamin",4,0,0
"JM Vince","AC Agar",6,0,0
"JM Vince","AD Mathews",8,1,0
"JM Vince","Ahmed Shehzad",2,0,0
"JM Vince","AJ Hosein",14,2,1
"JM Vince","AJ Tye",6,0,0
"JM Vince","Amir Hamza",12,3,0
"JM Vince","Anwar Ali",13,1,0
"JM Vince","B Stanlake",1,0,0
"JM Vince","BM Tickner",10,1,1
"JM Vince","C Munro",3,0,1
"JM Vince","DC Drakes",8,0,2
"JM Vince","FA Allen",6,1,0
"JM Vince","Faheem Ashraf",5,0,1
"JM Vince","Hasan Ali",3,1,0
"JM Vince","Imad Wasim",9,0,0
"JM Vince","Imran Khan (1)",8,0,1
"JM Vince","IS Sodhi",23,5,0
"JM Vince","JDS Neesham",2,0,0
"JM Vince","JO Holder",7,1,1
"JM Vince","KA Pollard",11,1,0
"JM Vince","KW Richardson",4,2,0
"JM Vince","LH Ferguson",11,1,0
"JM Vince","MF Maharoof",3,0,0
"JM Vince","MJ Santner",23,3,0
"JM Vince","Mohammad Hasnain",9,2,0
"JM Vince","Mohammad Irfan",10,1,1
"JM Vince","MP Stoinis",4,0,0
"JM Vince","OF Smith",7,1,0
"JM Vince","R Shepherd",12,2,0
"JM Vince","RLB Rambukwella",3,1,0
"JM Vince","SC Kuggeleijn",7,1,1
"JM Vince","Shaheen Shah Afridi",2,0,0
"JM Vince","Shahid Afridi",34,4,0
"JM Vince","Shapoor Zadran",4,1,0
"JM Vince","Shoaib Malik",15,2,1
"JM Vince","Sohail Tanvir",13,2,0
"JM Vince","SS Cottrell",21,5,1
"JM Vince","TA Boult",1,0,0
"JM Vince","TG Southee",9,0,1
"JM Vince","Wahab Riaz",13,2,1
"JM Vujinovich","A Manousis",1,0,0
"JM Vujinovich","A Mene-Ejegi",12,0,0
"JM Vujinovich","Alexandros Karvelas",5,0,0
"JM Vujinovich","Ali Hasan",2,0,0
"JM Vujinovich","Aslam Mohammad",2,0,0
"JM Vujinovich","Baz Aybui",5,1,0
"JM Vujinovich","G Fatouros",15,0,0
"JM Vujinovich","GC Galanis",8,0,0
"JM Vujinovich","HJ Manenti",5,0,0
"JM Vujinovich","M Sarenac",10,1,0
"JM Vujinovich","MV Pavlovic",5,0,0
"JM Vujinovich","NR Johns-Wickberg",3,0,0
"JM Vujinovich","S Tosic",7,0,0
"JM Vujinovich","V Zimonjic",6,0,0
"JM Vujinovich","Zaker Taqawi",3,0,0
"JN Frylinck","A Vala",3,1,0
"JN Frylinck","Aayan Afzal Khan",3,0,0
"JN Frylinck","Ahmed Raza",2,0,0
"JN Frylinck","BFW de Leede",6,0,0
"JN Frylinck","BTJ Wheal",2,0,0
"JN Frylinck","C Karunaratne",7,1,0
"JN Frylinck","C Kyewuta",4,0,1
"JN Frylinck","C Waiswa",4,1,1
"JN Frylinck","CA Soper",3,0,1
"JN Frylinck","CN Ackermann",7,0,0
"JN Frylinck","D Maisuria",5,0,0
"JN Frylinck","DM Nakrani",8,1,0
"JN Frylinck","Fayyaz Butt",3,0,0
"JN Frylinck","FJ Klaassen",5,0,0
"JN Frylinck","Hamid Hassan",5,0,0
"JN Frylinck","Janak Prakash",3,0,0
"JN Frylinck","JJ Bumrah",11,0,0
"JN Frylinck","Junaid Siddique (2)",4,1,0
"JN Frylinck","KP Meiyappan",7,0,0
"JN Frylinck","M Mooketsi",4,0,0
"JN Frylinck","M Theekshana",7,0,0
"JN Frylinck","MA Leask",2,0,0
"JN Frylinck","Mohammed Shami",4,1,0
"JN Frylinck","N Pokana",4,0,0
"JN Frylinck","Naveen-ul-Haq",3,0,0
"JN Frylinck","PA van Meekeren",14,1,0
"JN Frylinck","PM Liyanagamage",5,1,0
"JN Frylinck","PVD Chameera",11,2,0
"JN Frylinck","PWH de Silva",4,0,0
"JN Frylinck","R Ashwin",1,0,0
"JN Frylinck","R Nehonde",3,0,0
"JN Frylinck","Rashid Khan",7,0,0
"JN Frylinck","RE van der Merwe",4,0,0
"JN Frylinck","Riazat Ali Shah",6,0,0
"JN Frylinck","Rohan Mustafa",2,0,0
"JN Frylinck","S Bau",8,0,0
"JN Frylinck","Sikandar Raza",14,0,0
"JN Frylinck","SM Sharif",3,0,0
"JN Frylinck","T Perera",2,0,0
"JN Frylinck","T van der Gugten",9,0,1
"JN Frylinck","TJG Pringle",6,0,0
"JN Frylinck","TL Chatara",5,0,0
"JN Frylinck","W Madhevere",10,0,0
"JN Gillespie","A Flintoff",4,2,0
"JN Gillespie","J Lewis",5,1,0
"JN Gillespie","PD Collingwood",2,0,0
"JN Gillespie","SJ Harmison",7,1,0
"JN Loftie-Eaton","B Evans",7,0,0
"JN Loftie-Eaton","B Mavuta",7,1,0
"JN Loftie-Eaton","Basil Hameed",4,0,0
"JN Loftie-Eaton","C Karunaratne",4,1,1
"JN Loftie-Eaton","C Kyewuta",5,0,0
"JN Loftie-Eaton","DM Nakrani",4,0,0
"JN Loftie-Eaton","DT Tiripano",6,1,0
"JN Loftie-Eaton","F Akankwasa",4,0,0
"JN Loftie-Eaton","F Nsubuga",9,1,0
"JN Loftie-Eaton","Hamid Hassan",3,0,0
"JN Loftie-Eaton","Haris Rauf",2,0,0
"JN Loftie-Eaton","Hasan Ali",4,0,0
"JN Loftie-Eaton","J Miyaji",10,2,0
"JN Loftie-Eaton","K Waiswa",2,0,0
"JN Loftie-Eaton","LM Jongwe",12,3,0
"JN Loftie-Eaton","M Theekshana",2,0,0
"JN Loftie-Eaton","Mohammad Nabi",6,0,1
"JN Loftie-Eaton","Naveen-ul-Haq",5,0,0
"JN Loftie-Eaton","PM Liyanagamage",2,0,0
"JN Loftie-Eaton","PVD Chameera",9,0,1
"JN Loftie-Eaton","RA Jadeja",1,0,0
"JN Loftie-Eaton","RD Chahar",3,0,0
"JN Loftie-Eaton","Riazat Ali Shah",11,3,0
"JN Loftie-Eaton","Shaheen Shah Afridi",1,0,0
"JN Loftie-Eaton","Sikandar Raza",3,0,0
"JN Loftie-Eaton","TL Chatara",12,2,0
"JN Loftie-Eaton","W Madhevere",9,0,0
"JN Malan","Faheem Ashraf",14,3,0
"JN Malan","Haris Rauf",24,7,0
"JN Malan","Hasan Ali",13,1,1
"JN Malan","Imad Wasim",18,0,0
"JN Malan","Mohammad Nawaz (3)",36,2,3
"JN Malan","MR Adair",3,0,0
"JN Malan","Shadab Khan",2,1,0
"JN Malan","Shaheen Shah Afridi",62,10,5
"JN Malan","Simi Singh",2,0,0
"JN Malan","Usman Qadir",4,0,0
"JN Malan","Usman Shinwari",5,0,2
"JN Malan","Zahid Mahmood",3,1,0
"JN Mohammed","DAJ Bracewell",2,0,0
"JN Mohammed","Faheem Ashraf",5,1,0
"JN Mohammed","Hasan Ali",10,0,0
"JN Mohammed","Hussain Talat",5,2,0
"JN Mohammed","Imad Wasim",2,0,0
"JN Mohammed","IS Sodhi",3,0,0
"JN Mohammed","Karim Janat",4,0,1
"JN Mohammed","Mohammad Amir",4,0,0
"JN Mohammed","Mohammad Nabi",1,0,0
"JN Mohammed","Mohammad Nawaz (3)",3,0,0
"JN Mohammed","Rashid Khan",8,0,0
"JN Mohammed","Shadab Khan",14,0,0
"JN Mohammed","Shaheen Shah Afridi",3,0,0
"JN Mohammed","Shapoor Zadran",3,1,0
"JN Mohammed","Shoaib Malik",5,2,0
"JN Mohammed","Sohail Tanvir",1,0,0
"JN Mohammed","Usman Shinwari",5,1,0
"JN Snape","JA Morkel",2,0,0
"JN Snape","JJ van der Wath",2,0,0
"JN Snape","VD Philander",4,0,0
"JNK Shannon","AC Evans",2,1,0
"JNK Shannon","Amir Hamza",2,0,0
"JNK Shannon","B Kumar",10,1,0
"JNK Shannon","CB Sole",6,1,0
"JNK Shannon","FJ Klaassen",8,2,1
"JNK Shannon","HH Pandya",5,1,1
"JNK Shannon","JJ Bumrah",9,3,0
"JNK Shannon","Kuldeep Yadav",2,0,0
"JNK Shannon","S Kaul",7,0,0
"JNK Shannon","S Snater",10,2,0
"JNK Shannon","Saqib Zulfiqar",3,1,0
"JNK Shannon","Shapoor Zadran",1,0,0
"JNK Shannon","SM Sharif",2,0,0
"JNK Shannon","YS Chahal",10,0,3
"JNT Vare","Ahmed Raza",4,0,0
"JNT Vare","AR Cusack",2,1,0
"JNT Vare","Dawlat Zadran",2,1,0
"JNT Vare","Hamid Hassan",3,0,0
"JNT Vare","Imran Haider",4,0,0
"JNT Vare","Mirwais Ashraf",4,0,0
"JNT Vare","Mohammad Nabi",2,0,0
"JNT Vare","Rohan Mustafa",1,0,0
"JNT Vare","SR Thompson",3,0,0
"JNT Vare","Zahoor Khan",3,0,0
"JO Adedeji","A Gbla",6,0,0
"JO Adedeji","Aamir Kaleem",5,0,0
"JO Adedeji","AB Kamara",8,0,0
"JO Adedeji","Ahmed Raza",14,1,0
"JO Adedeji","AM Kimote",5,0,0
"JO Adedeji","B Masaba",13,1,0
"JO Adedeji","Bilal Hassun",9,2,0
"JO Adedeji","C Bah",5,2,0
"JO Adedeji","C Waiswa",5,0,0
"JO Adedeji","CA Young",10,1,0
"JO Adedeji","CO Obuya",6,0,1
"JO Adedeji","D Muhumuza",3,1,0
"JO Adedeji","DM Nakrani",21,3,0
"JO Adedeji","E Ernest",22,1,1
"JO Adedeji","E Ochieng",16,0,1
"JO Adedeji","E Otieno",6,1,0
"JO Adedeji","EB Ringera",10,0,0
"JO Adedeji","Ehsan Khan",5,0,0
"JO Adedeji","F Akankwasa",29,4,0
"JO Adedeji","F Nsubuga",13,0,0
"JO Adedeji","G Mubiru",16,1,1
"JO Adedeji","G Sesay",9,0,1
"JO Adedeji","GH Dockrell",13,0,0
"JO Adedeji","H Ssenyondo",29,1,1
"JO Adedeji","Imran Haider",6,2,1
"JO Adedeji","JC Darji",2,0,0
"JO Adedeji","Junaid Siddique (2)",5,0,0
"JO Adedeji","K Nassoro",6,0,0
"JO Adedeji","K Waiswa",5,1,1
"JO Adedeji","M Kpaka",15,2,0
"JO Adedeji","Mohammad Ghazanfar",10,0,0
"JO Adedeji","MR Adair",3,0,0
"JO Adedeji","NN Odhiambo",8,1,0
"JO Adedeji","NS Dhaliwal",2,0,0
"JO Adedeji","P Koech",11,1,1
"JO Adedeji","Riazat Ali Shah",7,1,0
"JO Adedeji","RK Kiseto",8,1,0
"JO Adedeji","Rohan Mustafa",13,1,0
"JO Adedeji","RR Patel",13,0,1
"JO Adedeji","S Conteh",11,1,0
"JO Adedeji","S Tarawally",15,0,0
"JO Adedeji","S Thakor",8,1,0
"JO Adedeji","S Williams",18,0,0
"JO Adedeji","SA Jumbe",7,1,0
"JO Adedeji","Saad Bin Zafar",2,0,0
"JO Adedeji","SO Ngoche",34,3,1
"JO Adedeji","Sukhdeep Singh",4,1,0
"JO Adedeji","Vraj Patel",26,2,2
"JO Adedeji","Waheed Ahmed",10,0,1
"JO Adedeji","WB Rankin",6,0,0
"JO Adedeji","Zahid Abbas",6,0,0
"JO Adedeji","Zeeshan Maqsood",5,0,0
"JO Holder","A Dananjaya",5,0,1
"JO Holder","A Nortje",3,0,0
"JO Holder","A Zampa",5,1,0
"JO Holder","AK Markram",3,0,1
"JO Holder","Arshdeep Singh",5,0,0
"JO Holder","AU Rashid",11,0,2
"JO Holder","Avesh Khan",1,0,0
"JO Holder","B Kumar",4,1,1
"JO Holder","BTJ Wheal",7,1,1
"JO Holder","C Green",9,0,1
"JO Holder","CJ Jordan",9,0,0
"JO Holder","DL Chahar",4,0,1
"JO Holder","GF Linde",6,1,0
"JO Holder","Gulbadin Naib",5,1,0
"JO Holder","Hasan Ali",10,1,0
"JO Holder","Imad Wasim",1,0,0
"JO Holder","IS Sodhi",17,2,1
"JO Holder","JH Davey",6,2,0
"JO Holder","JL Denly",6,0,1
"JO Holder","K Rabada",5,0,1
"JO Holder","Karim Janat",1,0,0
"JO Holder","KNA Bandara",3,0,0
"JO Holder","Kuldeep Yadav",2,1,0
"JO Holder","L Ngidi",4,0,0
"JO Holder","LH Ferguson",1,0,0
"JO Holder","LS Livingstone",5,0,0
"JO Holder","MA Leask",9,0,0
"JO Holder","MA Starc",5,0,0
"JO Holder","MA Wood",4,0,0
"JO Holder","MD Gunathilaka",5,0,1
"JO Holder","MD Shanaka",3,0,1
"JO Holder","MG Bracewell",4,0,0
"JO Holder","MJ Santner",2,0,0
"JO Holder","Mohammed Shami",3,0,0
"JO Holder","MRJ Watt",8,1,0
"JO Holder","Mustafizur Rahman",3,0,2
"JO Holder","N Pradeep",1,0,1
"JO Holder","Naveen-ul-Haq",4,1,0
"JO Holder","PADLR Sandakan",9,0,0
"JO Holder","PJ Cummins",2,0,1
"JO Holder","PVD Chameera",10,1,0
"JO Holder","PWH de Silva",23,0,1
"JO Holder","Rashid Khan",4,1,0
"JO Holder","Ravi Bishnoi",6,1,1
"JO Holder","RJW Topley",2,1,0
"JO Holder","Shaheen Shah Afridi",2,0,0
"JO Holder","Shoriful Islam",2,0,0
"JO Holder","Sikandar Raza",3,0,0
"JO Holder","SM Sharif",4,0,0
"JO Holder","SN Thakur",2,0,0
"JO Holder","Sohail Tanvir",11,1,1
"JO Holder","T Shamsi",11,0,0
"JO Holder","TA Boult",3,1,0
"JO Holder","TAM Siriwardana",3,0,0
"JO Holder","TG Southee",1,0,0
"JO Holder","TK Curran",3,1,0
"JO Holder","TS Mills",5,1,1
"JO Holder","Wahab Riaz",9,2,0
"JO Holder","YS Chahal",1,0,0
"JO Ngoche","AR Cusack",4,0,0
"JO Ngoche","GH Dockrell",6,0,0
"JOA Gordon","CO Obuya",3,0,0
"JOA Gordon","DI Allan",1,0,0
"JOA Gordon","K Christie",2,0,0
"JOP Scamans","Abdullah Mahmood",4,0,0
"JOP Scamans","Azam Khalil",9,0,1
"JOP Scamans","Bashar Khan",3,0,0
"JOP Scamans","Hamid Mahmood",6,2,0
"JOP Scamans","HJ Manenti",3,1,0
"JOP Scamans","J Jojo",7,0,0
"JOP Scamans","Khalid Zahid",10,0,0
"JOP Scamans","L Karlsson",7,1,0
"JOP Scamans","Omar Hayat",8,1,0
"JOP Scamans","Qudratullah Mir Afzail",1,0,0
"JOP Scamans","Saran Aslam",1,0,0
"JOP Scamans","Surya Anand",2,0,0
"JOP Scamans","Tejwinder Singh",4,1,0
"JP Behrendorff","HR Walsh",1,0,0
"JP Behrendorff","SS Cottrell",8,0,0
"JP Bray","Mashrafe Mortaza",9,0,0
"JP Bray","Rubel Hossain",1,0,0
"JP Duminy","A Dananjaya",5,0,0
"JP Duminy","A Mishra",6,1,1
"JP Duminy","A Nehra",1,1,0
"JP Duminy","Abdur Razzak",6,0,1
"JP Duminy","Abdur Rehman",2,0,0
"JP Duminy","AD Mathews",25,1,0
"JP Duminy","AG Cremer",14,2,2
"JP Duminy","Ahsan Malik",2,0,0
"JP Duminy","AJ Tye",3,0,0
"JP Duminy","Amir Hamza",1,0,0
"JP Duminy","AR Patel",19,0,6
"JP Duminy","Arafat Sunny",3,0,0
"JP Duminy","AU Rashid",14,1,0
"JP Duminy","B Geeves",5,0,0
"JP Duminy","B Kumar",27,1,2
"JP Duminy","B Laughlin",2,0,0
"JP Duminy","B Mavuta",11,1,1
"JP Duminy","BA Stokes",14,2,0
"JP Duminy","BAW Mendis",44,6,2
"JP Duminy","Bilawal Bhatti",11,1,0
"JP Duminy","BM Wheeler",3,0,1
"JP Duminy","BRM Taylor",11,1,0
"JP Duminy","BW Hilfenhaus",16,3,0
"JP Duminy","C de Grandhomme",1,0,0
"JP Duminy","CAK Rajitha",2,0,0
"JP Duminy","CB Mpofu",25,6,2
"JP Duminy","CJ Anderson",7,1,1
"JP Duminy","CJ Boyce",14,0,0
"JP Duminy","CJ Jordan",13,0,1
"JP Duminy","CL White",5,0,0
"JP Duminy","DAJ Bracewell",15,0,1
"JP Duminy","Dawlat Zadran",4,0,1
"JP Duminy","DE Bollinger",14,2,0
"JP Duminy","DJ Bravo",13,1,1
"JP Duminy","DJ Hussey",46,2,0
"JP Duminy","DJ Willey",7,0,0
"JP Duminy","DJG Sammy",11,1,0
"JP Duminy","DL Vettori",5,0,1
"JP Duminy","DM de Silva",6,1,0
"JP Duminy","EC Rainsford",2,0,0
"JP Duminy","Fawad Alam",2,0,0
"JP Duminy","FH Edwards",6,1,0
"JP Duminy","GB Hogg",5,1,0
"JP Duminy","GJ Maxwell",21,1,0
"JP Duminy","GP Swann",29,0,1
"JP Duminy","Hamid Hassan",8,0,0
"JP Duminy","Harbhajan Singh",17,0,0
"JP Duminy","HH Pandya",25,1,0
"JP Duminy","I Udana",13,1,3
"JP Duminy","IG Butler",6,0,0
"JP Duminy","JC Tredwell",1,0,0
"JP Duminy","JD Unadkat",7,0,2
"JP Duminy","JDP Oram",3,0,1
"JP Duminy","JE Root",5,2,0
"JP Duminy","JE Taylor",8,0,0
"JP Duminy","JEC Franklin",4,1,1
"JP Duminy","JJ Bumrah",4,0,1
"JP Duminy","JL Pattinson",19,3,2
"JP Duminy","JM Anderson",8,0,0
"JP Duminy","JP Faulkner",23,1,1
"JP Duminy","JR Hopes",40,7,1
"JP Duminy","Junaid Khan",4,2,0
"JP Duminy","JW Dernbach",7,0,0
"JP Duminy","JW Hastings",5,0,0
"JP Duminy","KD Mills",23,5,3
"JP Duminy","KM Dabengwa",6,2,0
"JP Duminy","KMDN Kulasekara",4,0,1
"JP Duminy","KP Pietersen",2,0,0
"JP Duminy","KS Williamson",11,2,0
"JP Duminy","KW Richardson",2,0,0
"JP Duminy","L Balaji",5,0,0
"JP Duminy","LJ Wright",5,0,0
"JP Duminy","LV van Beek",3,0,0
"JP Duminy","MA Starc",4,1,0
"JP Duminy","Mahmudullah",2,0,0
"JP Duminy","Mashrafe Mortaza",18,2,0
"JP Duminy","MC Henriques",5,1,0
"JP Duminy","Mehedi Hasan Miraz",8,0,1
"JP Duminy","MEK Hussey",3,0,0
"JP Duminy","MH Yardy",10,1,1
"JP Duminy","MJ Mason",4,0,0
"JP Duminy","MJ McClenaghan",6,0,1
"JP Duminy","MJ Santner",4,0,1
"JP Duminy","MM Ali",1,0,0
"JP Duminy","MM Sharma",12,1,1
"JP Duminy","Mohammad Amir",6,1,1
"JP Duminy","Mohammad Ashraful",3,0,0
"JP Duminy","Mohammad Hafeez",27,0,1
"JP Duminy","Mohammad Nabi",12,1,2
"JP Duminy","MR Gillespie",2,0,0
"JP Duminy","MR Marsh",3,0,1
"JP Duminy","Mudassar Bukhari",3,0,0
"JP Duminy","Mustafizur Rahman",3,0,0
"JP Duminy","Naeem Islam",3,0,0
"JP Duminy","Nasir Hossain",2,1,0
"JP Duminy","Nawroz Mangal",5,0,0
"JP Duminy","NL McCullum",24,2,0
"JP Duminy","NLTC Perera",16,3,3
"JP Duminy","NW Bracken",12,2,1
"JP Duminy","P Utseya",12,1,1
"JP Duminy","PADLR Sandakan",3,0,0
"JP Duminy","PJ Cummins",34,1,0
"JP Duminy","R Ashwin",32,1,1
"JP Duminy","RA Jadeja",7,0,0
"JP Duminy","RAS Lakmal",8,1,1
"JP Duminy","Rashid Khan",3,1,0
"JP Duminy","RG Sharma",1,0,0
"JP Duminy","RJ Nicol",3,0,0
"JP Duminy","RJ Sidebottom",4,0,0
"JP Duminy","RJW Topley",4,0,2
"JP Duminy","RM Hira",7,0,0
"JP Duminy","RS Bopara",6,0,0
"JP Duminy","S Aravind",4,0,1
"JP Duminy","SA Abbott",6,2,0
"JP Duminy","Saeed Ajmal",52,5,2
"JP Duminy","Samiullah Shenwari",7,0,0
"JP Duminy","SB Styris",4,1,0
"JP Duminy","SC Williams",9,1,0
"JP Duminy","SCJ Broad",20,1,0
"JP Duminy","Shahid Afridi",45,1,1
"JP Duminy","Shakib Al Hasan",18,1,0
"JP Duminy","Shapoor Zadran",2,0,0
"JP Duminy","Shoaib Akhtar",9,2,0
"JP Duminy","Shoaib Malik",4,0,0
"JP Duminy","SI Mahmood",3,1,0
"JP Duminy","SK Raina",28,2,0
"JP Duminy","SL Malinga",31,4,1
"JP Duminy","SM Harwood",4,0,0
"JP Duminy","SMSM Senanayake",20,0,0
"JP Duminy","SN Thakur",23,3,0
"JP Duminy","SNJ O'Keefe",4,0,1
"JP Duminy","Sohag Gazi",5,0,0
"JP Duminy","Sohail Tanvir",2,0,0
"JP Duminy","SR Patel",4,2,0
"JP Duminy","SR Watson",15,2,0
"JP Duminy","ST Finn",8,2,0
"JP Duminy","SW Masakadza",10,1,1
"JP Duminy","SW Tait",22,6,1
"JP Duminy","Syed Rasel",7,2,0
"JP Duminy","TA Boult",3,0,0
"JP Duminy","TG Southee",26,10,0
"JP Duminy","TLW Cooper",6,0,0
"JP Duminy","TM Dilshan",18,1,0
"JP Duminy","TS Chisoro",10,0,0
"JP Duminy","Umar Gul",23,2,1
"JP Duminy","XJ Doherty",3,0,0
"JP Duminy","Yasir Arafat",3,0,1
"JP Duminy","YS Chahal",8,1,1
"JP Duminy","Yuvraj Singh",19,0,0
"JP Faulkner","A Nehra",4,0,0
"JP Faulkner","AD Russell",3,0,0
"JP Faulkner","B Kumar",1,0,0
"JP Faulkner","DJ Bravo",6,1,0
"JP Faulkner","DR Briggs",4,1,0
"JP Faulkner","HH Pandya",3,0,0
"JP Faulkner","I Sharma",2,0,1
"JP Faulkner","Imran Tahir",6,0,0
"JP Faulkner","JJ Bumrah",8,1,1
"JP Faulkner","JW Dernbach",4,0,0
"JP Faulkner","K Rabada",8,0,0
"JP Faulkner","K Santokie",4,0,0
"JP Faulkner","KA Pollard",4,0,0
"JP Faulkner","KJ Abbott",11,0,0
"JP Faulkner","KMDN Kulasekara",7,2,0
"JP Faulkner","M de Lange",4,0,1
"JP Faulkner","MD Shanaka",2,0,0
"JP Faulkner","MJ McClenaghan",3,0,0
"JP Faulkner","R Ashwin",6,0,0
"JP Faulkner","R McLaren",8,1,1
"JP Faulkner","R Vinay Kumar",2,0,0
"JP Faulkner","RA Jadeja",4,0,1
"JP Faulkner","Saad Nasim",2,0,0
"JP Faulkner","Saqlain Sajib",2,1,0
"JP Faulkner","Shahid Afridi",6,0,0
"JP Faulkner","Shakib Al Hasan",1,0,0
"JP Faulkner","SL Malinga",3,0,0
"JP Faulkner","Sohaib Maqsood",2,0,0
"JP Faulkner","SP Narine",4,0,0
"JP Faulkner","SS Pathirana",2,0,0
"JP Faulkner","Wahab Riaz",3,0,0
"JP Faulkner","WD Parnell",11,0,0
"JP Inglis","C Karunaratne",26,3,0
"JP Inglis","CBRLS Kumara",5,0,0
"JP Inglis","Hasan Ali",5,1,0
"JP Inglis","HH Pandya",9,2,0
"JP Inglis","HV Patel",3,0,0
"JP Inglis","JDF Vandersay",15,3,1
"JP Inglis","JJ Bumrah",4,1,0
"JP Inglis","Khushdil Shah",5,1,0
"JP Inglis","M Theekshana",14,2,0
"JP Inglis","MD Shanaka",5,0,0
"JP Inglis","N Thushara",6,1,0
"JP Inglis","P Jayawickrama",9,2,0
"JP Inglis","PVD Chameera",19,2,1
"JP Inglis","PWH de Silva",13,3,0
"JP Inglis","Usman Qadir",5,0,1
"JP Inglis","UT Yadav",2,0,0
"JP Inglis","YS Chahal",13,3,0
"JP Kaltapau","AJ Michael",8,1,1
"JP Kaltapau","B Schuster",6,0,0
"JP Kaltapau","C Dickson",11,2,1
"JP Kaltapau","CK Jasmat",14,0,0
"JP Kaltapau","D Finau",7,1,0
"JP Kaltapau","J Batinibulu",3,0,0
"JP Kaltapau","JD Baker",4,1,0
"JP Kaltapau","L Denny",14,1,0
"JP Kaltapau","MTMMJ Ave",6,1,0
"JP Kaltapau","P Cabebula",1,0,0
"JP Kaltapau","S Ravoka",8,2,0
