"batsman1","bowler1","ballsFaced","fours","sixes"
"A Ahmadhel","A Nanda",4,1,0
"A Ahmadhel","V Saini",7,0,0
"A Amado","Atif Mehmood",3,0,0
"A Amado","Imran Ameer",5,0,0
"A Amado","LA Burns",8,0,0
"A Amado","Mohammad Kamran",3,1,0
"A Amado","Raja Adeel",3,0,0
"A Amado","Yasir Ali",3,1,0
"A Andrews","Noman Amjad",5,1,0
"A Ashokan","A Kheterpal",20,0,0
"A Ashokan","Abdullah Akbarjan",22,0,2
"A Ashokan","AG Weligamage",14,1,0
"A Ashokan","Ali Masood",3,0,0
"A Ashokan","Ali Nayyer",2,0,0
"A Ashokan","Aqib Iqbal",8,0,0
"A Ashokan","Arslan Amjad",9,1,0
"A Ashokan","Ashwin Vinod",4,0,1
"A Ashokan","Asif Bevinje",6,2,1
"A Ashokan","B George",4,1,1
"A Ashokan","BA Pai",2,0,0
"A Ashokan","Bilal Zalmai",16,0,0
"A Ashokan","BP Adapaka",23,1,3
"A Ashokan","Dawood Ahmadzai",5,0,0
"A Ashokan","DV Varghese",2,0,0
"A Ashokan","Elias Hasan",11,1,0
"A Ashokan","Faheem Nazir",9,2,0
"A Ashokan","G Venkateswaran",1,1,0
"A Ashokan","Gaurav Mishra",2,0,0
"A Ashokan","Habib Khan",2,0,0
"A Ashokan","HV Mandhyan",17,0,1
"A Ashokan","I Asif",5,0,0
"A Ashokan","Ibrahim Jabarkhel",6,0,0
"A Ashokan","Ijaz Hussain",6,0,0
"A Ashokan","Itibarshah Deedar",6,0,0
"A Ashokan","J Shaju",10,1,1
"A Ashokan","Jaweed Sadran",7,0,0
"A Ashokan","K Fletcher",1,0,0
"A Ashokan","Khaibar Deldar",5,0,0
"A Ashokan","Khalid Ahmadi",3,1,0
"A Ashokan","KJ Ferrary",6,0,0
"A Ashokan","L Bruce",2,0,0
"A Ashokan","LP Kasturiarachchige",6,1,1
"A Ashokan","M Dixit",1,0,0
"A Ashokan","M Kadyan",3,0,0
"A Ashokan","M Whelan",8,0,1
"A Ashokan","MMR Obili",6,0,1
"A Ashokan","Murid Ekrami",8,0,0
"A Ashokan","N Advani",1,0,0
"A Ashokan","NK Aneesh Kumar",7,0,1
"A Ashokan","NSK Mehta",13,1,0
"A Ashokan","Osman Khan",3,1,0
"A Ashokan","P Florin",5,1,0
"A Ashokan","P Malav",21,1,1
"A Ashokan","P Mishra",6,0,0
"A Ashokan","R Satheesan",3,0,0
"A Ashokan","Rahmatullah Mangal",9,0,0
"A Ashokan","S Vats",2,0,0
"A Ashokan","SA Mohandas",9,0,0
"A Ashokan","Saber Zakhil",6,0,0
"A Ashokan","Sahel Zadran",12,1,0
"A Ashokan","Sami Ullah",7,1,0
"A Ashokan","Shahil Momin",3,0,0
"A Ashokan","SKS Gill",5,0,0
"A Ashokan","Taranjeet Singh",22,2,3
"A Ashokan","Umair Tariq",9,2,1
"A Ashokan","V Saini",30,2,1
"A Ashokan","V Vijh",6,0,0
"A Ashokan","Washeem Abbas",4,0,0
"A Ashokan","WJ Cope",12,1,1
"A Ashokan","Zain Ahmad",4,0,1
"A Ashokan","Zeeshan Kukikhel",6,0,0
"A Bagai","AO Suji",4,0,0
"A Bagai","AR Cusack",9,1,0
"A Bagai","CO Obuya",8,1,0
"A Bagai","DI Allan",4,1,0
"A Bagai","DLS van Bunge",3,0,0
"A Bagai","DT Johnston",8,1,0
"A Bagai","GH Dockrell",15,0,0
"A Bagai","HA Varaiya",5,0,0
"A Bagai","JK Kamande",12,1,0
"A Bagai","KJ O'Brien",5,1,0
"A Bagai","LN Onyango",2,0,0
"A Bagai","MC Sorensen",7,1,0
"A Bagai","NM Odhiambo",1,0,0
"A Bagai","NN Odhiambo",6,1,0
"A Bagai","PM Seelaar",6,0,0
"A Bagai","PW Borren",6,0,0
"A Bagai","RG Aga",5,1,0
"A Bagai","RN ten Doeschate",3,0,0
"A Bagai","RR Patel",3,0,0
"A Bagai","SO Ngoche",16,1,0
"A Bagai","SO Tikolo",17,1,0
"A Bagai","TJ Murtagh",12,3,0
"A Balbirnie","A Bohara",5,0,0
"A Balbirnie","Aamir Kaleem",4,1,0
"A Balbirnie","AC Evans",13,4,2
"A Balbirnie","Ahmed Raza",17,0,1
"A Balbirnie","Aizaz Khan",15,2,0
"A Balbirnie","AJ Hosein",4,0,1
"A Balbirnie","Akif Raja",5,1,0
"A Balbirnie","AL Phehlukwayo",3,0,0
"A Balbirnie","AR Patel",5,1,0
"A Balbirnie","AS Joseph",2,0,0
"A Balbirnie","AU Rashid",14,1,0
"A Balbirnie","AV Lalcheta",4,0,1
"A Balbirnie","AW Hawkins-Kay",5,1,0
"A Balbirnie","Ayan Khan",2,1,0
"A Balbirnie","Azmatullah Omarzai",14,4,1
"A Balbirnie","B Fernando",4,0,0
"A Balbirnie","B Kumar",12,0,1
"A Balbirnie","B Muzarabani",3,0,0
"A Balbirnie","B Ward",4,1,0
"A Balbirnie","BA Stokes",6,0,0
"A Balbirnie","BC Fortuin",3,0,0
"A Balbirnie","BD Glover",8,0,0
"A Balbirnie","BDH Stevens",3,0,0
"A Balbirnie","BE Hendricks",9,3,0
"A Balbirnie","BFW de Leede",3,1,0
"A Balbirnie","Bilal Khan",21,3,1
"A Balbirnie","BM Scholtz",18,4,0
"A Balbirnie","BM Tickner",4,1,0
"A Balbirnie","BTJ Wheal",5,0,0
"A Balbirnie","C Karunaratne",7,1,1
"A Balbirnie","CA Soper",4,0,0
"A Balbirnie","CB Mpofu",2,0,0
"A Balbirnie","CB Sole",4,0,0
"A Balbirnie","CBRLS Kumara",12,0,1
"A Balbirnie","CG Williams",6,0,0
"A Balbirnie","CR Woakes",11,3,1
"A Balbirnie","CW Perchard",7,1,0
"A Balbirnie","D Klein",4,0,1
"A Balbirnie","DA Blignaut",6,2,1
"A Balbirnie","DG Blampied",5,0,0
"A Balbirnie","DJ Bravo",19,2,0
"A Balbirnie","DT Tiripano",7,2,0
"A Balbirnie","Ehsan Khan",18,1,1
"A Balbirnie","EJB Miles",3,1,0
"A Balbirnie","Fareed Ahmad",6,0,1
"A Balbirnie","Fayyaz Butt",18,2,1
"A Balbirnie","Fazalhaq Farooqi",15,4,0
"A Balbirnie","FJ Klaassen",16,4,0
"A Balbirnie","GF Linde",11,2,0
"A Balbirnie","Ghulam Ahmadi",6,0,1
"A Balbirnie","GT Main",8,2,0
"A Balbirnie","Gulbadin Naib",12,2,1
"A Balbirnie","Hamza Tahir",11,3,0
"A Balbirnie","Haseeb Amjad",6,2,0
"A Balbirnie","HH Pandya",13,1,1
"A Balbirnie","HN Ya France",8,1,0
"A Balbirnie","HR Walsh",7,0,0
"A Balbirnie","HV Patel",9,1,3
"A Balbirnie","Imran Anwar",7,1,1
"A Balbirnie","IS Sodhi",7,0,2
"A Balbirnie","J Broad",2,0,0
"A Balbirnie","JA Duffy",22,4,0
"A Balbirnie","Jay Odedra",6,2,0
"A Balbirnie","JB Reva",6,1,0
"A Balbirnie","JDS Neesham",5,0,0
"A Balbirnie","JH Davey",9,2,0
"A Balbirnie","JJ Bumrah",3,0,0
"A Balbirnie","JJ Smit",6,1,0
"A Balbirnie","JK Mukhiya",4,1,0
"A Balbirnie","JN Frylinck",6,0,0
"A Balbirnie","JO Holder",4,1,0
"A Balbirnie","JR Hazlewood",5,0,1
"A Balbirnie","Junaid Aziz",3,0,0
"A Balbirnie","Junaid Siddique (2)",19,1,1
"A Balbirnie","K Christie",11,1,0
"A Balbirnie","K Pierre",8,2,0
"A Balbirnie","K Rabada",4,2,0
"A Balbirnie","KA Maharaj",8,1,0
"A Balbirnie","KA Pollard",16,1,0
"A Balbirnie","Kaleemullah",10,4,1
"A Balbirnie","Karan KC",9,3,0
"A Balbirnie","Karim Janat",20,4,0
"A Balbirnie","Kashif Daud",18,2,2
"A Balbirnie","KD Shah",5,2,0
"A Balbirnie","Khawar Ali",17,3,0
"A Balbirnie","KM Jarvis",8,2,0
"A Balbirnie","KP Meiyappan",9,0,0
"A Balbirnie","KS Airee",6,2,0
"A Balbirnie","L Ngidi",13,1,0
"A Balbirnie","LB Williams",9,2,0
"A Balbirnie","LH Ferguson",11,0,0
"A Balbirnie","LM Jongwe",10,2,0
"A Balbirnie","LN Rajbanshi",5,0,1
"A Balbirnie","LS Livingstone",5,0,0
"A Balbirnie","M Theekshana",7,0,0
"A Balbirnie","MA Leask",17,3,2
"A Balbirnie","MA Wood",8,1,0
"A Balbirnie","MG Erasmus",10,1,0
"A Balbirnie","MJ Santner",4,0,0
"A Balbirnie","Mohammad Ghazanfar",2,0,0
"A Balbirnie","Mohammad Nabi",29,4,0
"A Balbirnie","Mohammad Nadeem",7,0,0
"A Balbirnie","Mohammad Naveed",3,0,0
"A Balbirnie","MRJ Watt",27,6,0
"A Balbirnie","Mudassar Bukhari",6,0,0
"A Balbirnie","Mujeeb Ur Rahman",28,1,2
"A Balbirnie","Muslim Yar",1,0,0
"A Balbirnie","N Vanua",7,0,0
"A Balbirnie","Nasrulla Rana",5,0,0
"A Balbirnie","Naveen-ul-Haq",13,2,0
"A Balbirnie","NK Patel",1,0,0
"A Balbirnie","OC McCoy",7,0,1
"A Balbirnie","OF Smith",6,2,1
"A Balbirnie","P Khadka",2,0,0
"A Balbirnie","PA van Meekeren",18,4,0
"A Balbirnie","PM Seelaar",30,4,1
"A Balbirnie","PRP Boissevain",5,0,2
"A Balbirnie","PVD Chameera",5,1,0
"A Balbirnie","PW Borren",5,2,0
"A Balbirnie","PWH de Silva",9,0,0
"A Balbirnie","R Ngarava",4,0,0
"A Balbirnie","R Shepherd",8,1,0
"A Balbirnie","R Trumpelmann",4,0,0
"A Balbirnie","Rashid Khan",52,5,0
"A Balbirnie","Ravi Bishnoi",5,0,0
"A Balbirnie","RD Berrington",13,2,0
"A Balbirnie","RE van der Merwe",31,4,2
"A Balbirnie","Rohan Mustafa",11,0,0
"A Balbirnie","RP Burl",23,2,0
"A Balbirnie","S Snater",8,1,0
"A Balbirnie","S Veerapathiran",5,0,0
"A Balbirnie","Sayed Shirzad",3,1,0
"A Balbirnie","SC Williams",3,1,0
"A Balbirnie","SG Whittingham",14,2,0
"A Balbirnie","Shahid Mahmood",4,2,0
"A Balbirnie","Shapoor Zadran",4,1,0
"A Balbirnie","Sharafuddin Ashraf",12,3,0
"A Balbirnie","Sikandar Raza",1,0,0
"A Balbirnie","Sikander Zulfiqar",2,0,0
"A Balbirnie","SM Curran",5,0,1
"A Balbirnie","SM Sharif",10,0,0
"A Balbirnie","SM Sharma",4,0,0
"A Balbirnie","SN Netravalkar",8,3,0
"A Balbirnie","Sompal Kami",8,2,0
"A Balbirnie","SS Cottrell",8,1,0
"A Balbirnie","Sultan Ahmed (2)",2,0,0
"A Balbirnie","T van der Gugten",14,2,0
"A Balbirnie","TA Boult",4,0,1
"A Balbirnie","Tanwir Afzal",4,0,0
"A Balbirnie","TG Southee",4,0,0
"A Balbirnie","TL Chatara",1,0,0
"A Balbirnie","Umran Malik",7,1,2
"A Balbirnie","UT Yadav",2,1,0
"A Balbirnie","V Ganesan",2,0,0
"A Balbirnie","W Madhevere",10,1,1
"A Balbirnie","Waqas Barkat",5,2,0
"A Balbirnie","Waseeq Ahmed",6,0,0
"A Balbirnie","WD Parnell",7,1,0
"A Balbirnie","WP Masakadza",18,1,1
"A Balbirnie","WT Gavera",5,0,0
"A Balbirnie","YS Chahal",4,0,0
"A Balbirnie","Z Groenewald",4,0,0
"A Balbirnie","Zahoor Khan",14,1,0
"A Balbirnie","Zeeshan Maqsood",6,2,0
"A Balbirnie","Ziaur Rahman (2)",6,1,0
"A Bhadauria","S Wickramasekara",3,1,0
"A Bhadauria","Sazib Bhuiyan",8,1,0
"A Bhadauria","SJ Patel",7,1,0
"A Bhadauria","SMK Waththage",10,3,0
"A Bhadauria","TK Lal",3,0,0
"A Bhagwat","BD Glover",3,0,0
"A Bhagwat","BDH Stevens",4,0,0
"A Bhargava","Junaid Siddique (2)",2,0,0
"A Bhargava","Mohamed Shafeeq",3,1,0
"A Bhargava","Sultan Ahmed (2)",2,0,0
"A Bhattarai","Haseeb Amjad",3,0,0
"A Bishnoi","Ashiqullah Said",3,0,0
"A Bishnoi","Khalid Ahmadi",2,0,0
"A Bohara","Aamir Kaleem",5,0,0
"A Bohara","Aizaz Khan",5,1,1
"A Bohara","D Jakiel",1,0,0
"A Bohara","Haroon Arshad",2,0,0
"A Bohara","MR Adair",3,0,0
"A Bohara","Simi Singh",1,0,0
"A Bohara","TL Chatara",4,0,0
"A Bohara","Zahoor Khan",1,0,0
"A Bulow","Abdul-Shakoor Rahimzei",2,0,0
"A Bulow","Ahmed Wardak",4,0,1
"A Bulow","Asad Mohammad",4,0,0
"A Dananjaya","AL Phehlukwayo",4,2,0
"A Dananjaya","B Kumar",1,0,0
"A Dananjaya","CH Morris",5,1,0
"A Dananjaya","CJ Dala",2,0,0
"A Dananjaya","DJ Bravo",5,0,0
"A Dananjaya","DJ Willey",4,0,0
"A Dananjaya","FH Edwards",4,0,0
"A Dananjaya","HH Pandya",5,0,0
"A Dananjaya","JD Unadkat",6,0,0
"A Dananjaya","Kuldeep Yadav",2,0,0
"A Dananjaya","Mohammed Siraj",3,2,0
"A Dananjaya","Rubel Hossain",1,0,0
"A Dananjaya","SK Raina",3,0,0
"A Dananjaya","SN Thakur",1,0,0
"A Dananjaya","T Shamsi",12,0,0
"A Dananjaya","YS Chahal",10,1,0
"A Dizija","Ahsan Khan",6,1,0
"A Dizija","Asad Ali Rehemtulla",20,2,0
"A Dizija","Bakhtiar Tahiri",6,3,0
"A Dizija","CJ Langford",4,0,0
"A Dizija","CPPM Sadun",11,1,0
"A Dizija","DV Varghese",3,0,0
"A Dizija","Gaurav Mishra",6,0,0
"A Dizija","Gurpratap Singh",13,0,0
"A Dizija","H Lakov",27,4,1
"A Dizija","Ijaz Hussain",9,1,0
"A Dizija","J Albin",5,1,0
"A Dizija","M Kadyan",33,5,0
"A Dizija","M Ozturk",9,0,0
"A Dizija","Muhammad Shoaib Ahmed",15,1,1
"A Dizija","NK Tiwari",10,0,1
"A Dizija","Omar Rassol",10,2,2
"A Dizija","P Mishra",12,1,3
"A Dizija","S Nadigotla",5,0,0
"A Dizija","Sandeep Nair",11,4,0
"A Dizija","SRMJJ Arachchilage",9,1,0
"A Dizija","Sulaiman Ali",2,1,0
"A Dizija","Tejwinder Singh",4,0,0
"A Djorovic","AS Mehmi",2,0,0
"A Djorovic","KC D'Souza",9,1,0
"A Djorovic","P Florin",6,0,0
"A Djorovic","P Mishra",6,0,0
"A Djorovic","Sandeep Nair",6,1,0
"A Djorovic","Tarun Yadav",5,1,0
"A Djorovic","Waqar Abbasi",2,0,0
"A Ferguson","AA Banner",7,0,1
"A Ferguson","Bhumeshswar Jagroo",6,0,0
"A Ferguson","D Heyliger",7,1,0
"A Ferguson","Garret Banner",13,1,0
"A Ferguson","H Thaker",3,0,0
"A Ferguson","K Hinds",8,0,0
"A Ferguson","KJ Young",12,4,0
"A Ferguson","ML Castillo",11,2,0
"A Ferguson","NN Banner",12,3,0
"A Ferguson","Saad Bin Zafar",6,1,0
"A Ferguson","Salman Nazar",4,1,0
"A Ferguson","TW Samuels",7,2,0
"A Flintoff","A Symonds",2,0,1
"A Flintoff","B Lee",10,2,0
"A Flintoff","CJ Chibhabha",8,0,1
"A Flintoff","DL Vettori",1,0,0
"A Flintoff","Harbhajan Singh",2,0,0
"A Flintoff","IK Pathan",2,1,0
"A Flintoff","JA Morkel",3,0,0
"A Flintoff","JJ van der Wath",5,0,0
"A Flintoff","M Morkel",2,0,0
"A Flintoff","M Ntini",4,2,0
"A Flintoff","MG Johnson",5,1,0
"A Flintoff","MJ Clarke",4,1,0
"A Flintoff","MS Kasprowicz",2,0,0
"A Flintoff","NW Bracken",3,0,0
"A Flintoff","P Utseya",6,0,0
"A Flintoff","VD Philander",2,0,0
"A Gasteratos","JD Newton",6,0,0
"A Gasteratos","SD Valjalo",4,0,0
"A Gavde","TK Patel",1,0,0
"A Gbla","AM Kimote",3,0,0
"A Gbla","CM Akachukwu",4,0,0
"A Gbla","IO Okpe",7,0,0
"A Gbla","P Aho",5,0,0
"A Gbla","P Useni",6,0,1
"A Gbla","RA Abolarin",19,1,1
"A Gbla","SA Okpe",1,0,0
"A Gbla","T Tshose",9,1,1
"A Halbhavi","Asif Bevinje",4,2,0
"A Halbhavi","M Kadyan",7,1,0
"A Halbhavi","S Vashisht",11,1,0
"A Halbhavi","Sami Ullah",5,0,0
"A Halbhavi","Taranjeet Singh",2,0,0
"A Halbhavi","V Saini",9,0,0
"A Husain","D Heyliger",5,1,0
"A Husain","J Matharu",2,0,0
"A Johnmary","P Bhart",4,0,0
"A Johnmary","Raza Iqbal",4,0,0
"A Johnmary","Usman Arif (2)",2,0,0
"A Johnmary","Vinay Ravi",4,0,0
"A Johnson","Atif-Ur-Rehman",10,2,0
"A Johnson","Faisal Khan",5,1,1
"A Johnson","Hisham Sheikh",13,0,3
"A Johnson","Imran Anwar",3,0,0
"A Johnson","Muhammad Saqib",4,1,1
"A Johnson","Rizwan Butt",6,1,1
"A Johnson","S Veerapathiran",6,2,0
"A Johnson","Sachin Kumar",3,1,0
"A Johnson","Shahid Mahmood",10,2,1
"A Johnson","Usman Najeeb",6,0,0
"A Johnson","Zain Ul Abidin",16,2,1
"A Kansonkho","MV Matsau",6,0,0
"A Kansonkho","Omar Hussain",4,1,0
"A Kansonkho","Sarfaraj Patel",4,1,1
"A Kansonkho","SK Awiah",2,0,0
"A Kapoor","Atif-Ur-Rehman",2,0,0
"A Kapoor","Hisham Sheikh",2,1,0
"A Karn","Ahsan Malik",1,0,0
"A Karn","MJG Rippon",6,0,0
"A Khan","A Pusthay",4,1,0
"A Khan","Amjad Sher",3,0,0
"A Khan","CW Perchard",2,0,0
"A Khan","G Stewart",4,0,1
"A Khan","Ghulam Ahmadi",2,0,0
"A Khan","GP Meade",3,0,0
"A Khan","J Sumerauer",3,1,0
"A Khan","Jaspreet Singh",12,0,0
"A Khan","MB Tambe",3,0,0
"A Khan","MGSM Fernando",3,0,0
"A Khan","Muslim Yar",6,0,0
"A Khan","Sahir Naqash",2,0,0
"A Khan","SJ Benn",4,0,0
"A Khan","SVE Bharathi",2,0,0
"A Kheterpal","A Dhingra",1,0,0
"A Kheterpal","Aftab Kayani",6,0,0
"A Kheterpal","Ahmad Khalid Ahmadzai",2,0,0
"A Kheterpal","Asad Ali Rehemtulla",5,1,1
"A Kheterpal","B Arora",7,0,0
"A Kheterpal","BA Pai",4,0,0
"A Kheterpal","Bilal Muhammad",2,0,0
"A Kheterpal","DV Varghese",10,1,0
"A Kheterpal","H Lakov",4,1,0
"A Kheterpal","IDM Latin",8,2,0
"A Kheterpal","Ijaz Hussain",5,1,0
"A Kheterpal","Jaison Jerome",9,2,0
"A Kheterpal","KD Mehta",2,0,0
"A Kheterpal","L Bruce",8,1,0
"A Kheterpal","M Cope",4,1,0
"A Kheterpal","M Whelan",3,0,0
"A Kheterpal","Naveed Ahmed",5,0,1
"A Kheterpal","Omar Rassol",6,1,0
"A Kheterpal","P Malav",2,1,0
"A Kheterpal","P Mishra",11,2,0
"A Kheterpal","R Satheesan",4,1,1
"A Kheterpal","Ritik Tomar",7,1,0
"A Kheterpal","S Bodha",3,1,1
"A Kheterpal","S Davizi",6,1,0
"A Kheterpal","Sajad Ahmadzai",2,0,0
"A Kheterpal","Sami Ullah",7,1,0
"A Kheterpal","Sazib Bhuiyan",3,0,0
"A Kheterpal","SJ Patel",11,0,0
"A Kheterpal","Taranjeet Singh",9,2,0
"A Kheterpal","V Saini",5,2,0
"A Kheterpal","Washeem Abbas",5,0,0
"A Kirschbaum","J Jagroo",6,0,0
"A Kirschbaum","J Theron",4,1,0
"A Krishna","A Bohara",1,0,0
"A Krishna","Aaron Jones",6,1,0
"A Krishna","DG Blampied",1,0,0
"A Krishna","EJB Miles",1,0,0
"A Krishna","Iqbal Hussain",2,1,0
"A Krishna","J Theron",5,1,0
"A Krishna","NK Patel",5,0,0
"A Krishna","SJ Modani",2,0,0
"A Krishna","SN Netravalkar",4,0,0
"A Krishna","TL Chatara",1,0,0
"A Maheshwari","MB Tambe",3,0,0
"A Maheshwari","Raaz Mohammad",3,0,0
"A Maheshwari","Zaker Taqawi",2,0,0
"A Manepalli","A Kheterpal",4,0,0
"A Manepalli","Aftab Kayani",4,0,0
"A Manepalli","Asif Bevinje",3,1,0
"A Manepalli","P Florin",11,0,1
"A Manepalli","Taranjeet Singh",3,0,0
"A Manousis","Aswad Khan",7,1,1
"A Manousis","Bakhtiar Tahiri",4,1,0
"A Manousis","H Lakov",1,0,0
"A Manousis","J Reb",3,1,0
"A Manousis","PF Gallagher",1,0,0
"A Manousis","Raaz Mohammad",6,1,1
"A Manousis","V Zimonjic",5,1,0
"A Mansale","B Schuster",2,0,0
"A Mansale","C Dickson",16,0,2
"A Mansale","CA Soper",3,1,0
"A Mansale","CK Jasmat",8,0,0
"A Mansale","D Ravu",2,1,0
"A Mansale","DC Smith",5,1,0
"A Mansale","DP Michael",3,1,0
"A Mansale","Fitri Sham",4,0,0
"A Mansale","J Batinibulu",5,0,0
"A Mansale","J Kila",4,1,0
"A Mansale","Mohamed Arief",2,1,0
"A Mansale","MTMMJ Ave",12,0,0
"A Mansale","Muhammad Wafiq",10,1,0
"A Mansale","N Pokana",10,0,0
"A Mansale","N Vanua",5,1,0
"A Mansale","Nazril Rahman",4,0,0
"A Mansale","P Cabebula",3,0,0
"A Mansale","Pavandeep Singh",12,1,0
"A Mansale","S Muniandy",21,1,1
"A Mansale","S Ravoka",7,0,1
"A Mansale","S Sola",5,0,0
"A Mansale","SF Tiai",9,0,0
"A Mansale","SM Tupou",11,1,0
"A Mansale","Surinder Singh",4,0,0
"A Mansale","T Ritawa",10,0,3
"A Mansale","T Vanuarua",5,1,0
"A Mansale","TS Waqavakatoga",8,0,0
"A Mansale","Virandeep Singh",6,0,0
"A Mansale","W Kokaua",9,1,1
"A Martel","Noman Amjad",10,3,1
"A Martel","Rahmatullah Mangal",3,0,0
"A McAuley","ACF Stokes",13,0,0
"A McAuley","Ali Masood",4,0,0
"A McAuley","Ashish Rana",5,0,0
"A McAuley","Ashraful Shuvo",5,0,0
"A McAuley","CPPM Sadun",3,0,0
"A McAuley","Gaurav Mishra",7,0,0
"A McAuley","Gurpratap Singh",17,1,0
"A McAuley","Habib Khan",25,2,0
"A McAuley","Ilyas Ataullah",2,0,0
"A McAuley","K Vislapuu",7,0,0
"A McAuley","LC Le Tissier",12,0,0
"A McAuley","LT Bichard",11,1,0
"A McAuley","M Breban",12,2,0
"A McAuley","M Koli",1,0,0
"A McAuley","M Kyriacou",6,0,0
"A McAuley","MMR Obili",11,1,0
"A McAuley","Muhammad Shoaib Ahmed",9,0,0
"A McAuley","NK Tiwari",22,3,0
"A McAuley","Qasim Anwar",6,2,0
"A McAuley","S Nadigotla",2,0,0
"A McAuley","S Vashisht",10,2,0
"A McAuley","Taranjeet Singh",9,0,0
"A McAuley","Tejwinder Singh",21,0,2
"A McAuley","V Saini",8,0,0
"A McAuley","V Zimonjic",6,1,0
"A McAuley","W Peatfield",7,0,0
"A McAuley","Waqar Ali",9,1,0
"A McAuley","Yasir Mehmood",2,0,0
"A Mene-Ejegi","Asad Ali Rehemtulla",5,2,0
"A Mene-Ejegi","CJ Langford",2,1,0
"A Mene-Ejegi","DV Varghese",3,1,0
"A Mene-Ejegi","Gurpratap Singh",4,1,0
"A Mene-Ejegi","H Lakov",12,1,2
"A Mene-Ejegi","J Albin",6,1,3
"A Mene-Ejegi","J Butler",4,0,0
"A Mene-Ejegi","K Cawte",7,0,0
"A Mene-Ejegi","M Kadyan",4,1,0
"A Mene-Ejegi","NK Tiwari",3,0,1
"A Mene-Ejegi","Sulaiman Ali",3,0,0
"A Mene-Ejegi","Taranjeet Singh",6,0,0
"A Mene-Ejegi","Tejwinder Singh",6,1,0
"A Mene-Ejegi","V Saini",2,1,0
"A Morris","NK Patel",7,0,0
"A Morris","RJ Trott",1,0,0
"A Morris","SN Netravalkar",4,0,0
"A Mutreja","CJA Amini",9,0,1
"A Mutreja","D Ravu",15,0,4
"A Mutreja","J Theron",5,1,0
"A Mutreja","LM Jongwe",7,0,0
"A Mutreja","N Vanua",14,2,1
"A Mutreja","R Hekure",19,1,2
"A Mutreja","RP Burl",4,1,0
"A Mutreja","SI Kamea",13,2,0
"A Mutreja","SK Atai",3,0,0
"A Nanda","A Ashokan",1,0,0
"A Nanda","Asif Bevinje",3,0,0
"A Nanda","Jaweed Sadran",4,0,0
"A Nanda","Muhammad Siddiqui",2,0,0
"A Nanda","P Florin",6,0,0
"A Nanda","Sami Ullah",5,0,0
"A Nanda","SL Clephane",5,1,1
"A Nanda","Taranjeet Singh",4,0,1
"A Nathwani","Azam Khalil",2,0,0
"A Nathwani","L Karlsson",5,0,0
"A Nathwani","V Ganesan",5,0,0
"A Nathwani","V Vijh",1,0,0
"A Natubhai Ahir","GT Taylor",3,0,0
"A Natubhai Ahir","K Hinds",5,0,0
"A Natubhai Ahir","KJ Young",9,1,0
"A Natubhai Ahir","ML Castillo",2,0,0
"A Natubhai Ahir","MS Graham",2,0,1
"A Natubhai Ahir","TW Samuels",1,0,0
"A Ndlovu","Fazalhaq Farooqi",17,3,0
"A Ndlovu","Mustafizur Rahman",3,0,0
"A Ndlovu","Nijat Masood",7,0,0
"A Ndlovu","Shafiul Islam",1,0,0
"A Nehra","CAK Rajitha",3,0,0
"A Nehra","M Pushpakumara",4,0,2
"A Nehra","NLTC Perera",5,0,0
"A Nehra","S Prasanna",6,0,0
"A Nehra","SL Malinga",5,1,0
"A Nehra","SMSM Senanayake",2,0,0
"A Nehra","ST Jayasuriya",3,0,0
"A Nortje","BFW de Leede",1,1,0
"A Nortje","CH Gayle",3,0,0
"A Nortje","Haris Rauf",3,0,0
"A Nortje","HV Patel",2,0,0
"A Nortje","MA Starc",2,0,0
"A Nortje","MR Marsh",4,0,0
"A Nortje","OC McCoy",5,0,0
"A Nortje","YS Chahal",4,0,0
"A Orfila","J Khan",4,0,0
"A Orfila","M Stoman",6,0,0
"A Otwani","B Shikongo",7,0,0
"A Otwani","BM Scholtz",17,1,0
"A Otwani","CG Williams",7,1,0
"A Otwani","DK Anefie",4,1,0
"A Otwani","DNA Ankrah",6,2,0
"A Otwani","E Otieno",9,0,0
"A Otwani","G Bakiweyem",7,1,0
"A Otwani","IKO Aboagye",3,0,0
"A Otwani","JJ Smit",11,2,0
"A Otwani","JN Frylinck",13,0,0
"A Otwani","JWN Moses",15,3,0
"A Otwani","LN Oluoch",6,1,0
"A Otwani","M Mooketsi",5,3,0
"A Otwani","MG Erasmus",3,0,1
"A Otwani","Mohameed Taiwo",4,0,0
"A Otwani","Mustapha Yusuf",5,1,0
"A Otwani","N Master",7,0,1
"A Otwani","NM Odhiambo",2,1,0
"A Otwani","NN Odhiambo",3,1,0
"A Otwani","T Lungameni",16,1,0
"A Otwani","Z Groenewald",3,0,0
"A Parima","AL Stephen",4,0,0
"A Parima","D Wotu",3,0,0
"A Parima","J Batinibulu",8,2,1
"A Parima","J Rasu",12,3,1
"A Parima","PK Matautaava",11,3,0
"A Parima","PV Vuniwaqa",7,1,0
"A Parima","S Ravoka",12,0,0
"A Parima","TS Waqavakatoga",2,0,0
"A Parima","U Sofi",4,1,1
"A Parima","W Nalisa",4,0,0
"A Patmore","Alam Nakash",4,2,0
"A Patmore","DJ Hawoe",6,0,0
"A Patmore","F Banunaek",11,0,0
"A Patmore","GA Priandana",1,0,0
"A Patmore","IKEG Artawan",12,0,0
"A Patmore","KC Ramamoorthy",10,0,0
"A Patmore","RM Koda",6,0,0
